"mating.regime","block","sex","agrawal.stock.number","DSPR.stock.number","replicate","total.wt","total.flies","scorer.name","prop.wt","total.wtNOT","most.severe.variants.whole.genome","zhang.radical.score.polarity.and.volume.whole.genome","INDELs.whole.genome"
"vial","1","f","2","11002",1,24,72,NA,0.333333333333333,48,4,266,114
"vial","1","f","2","11002",2,10,37,NA,0.27027027027027,27,4,266,114
"vial","1","f","2","11002",3,13,41,NA,0.317073170731707,28,4,266,114
"vial","1","f","2","11002",4,16,53,NA,0.30188679245283,37,4,266,114
"vial","1","f","2","11002",5,44,89,NA,0.49438202247191,45,4,266,114
"vial","1","f","4","11005",1,28,74,NA,0.378378378378378,46,5,253,133
"vial","1","f","4","11005",2,31,100,NA,0.31,69,5,253,133
"vial","1","f","4","11005",3,35,83,NA,0.421686746987952,48,5,253,133
"vial","1","f","4","11005",4,36,84,NA,0.428571428571429,48,5,253,133
"vial","1","f","4","11005",5,27,89,NA,0.303370786516854,62,5,253,133
"vial","1","f","5","11009",1,32,68,NA,0.470588235294118,36,3,245,118
"vial","1","f","5","11009",2,13,69,NA,0.188405797101449,56,3,245,118
"vial","1","f","5","11009",3,23,65,NA,0.353846153846154,42,3,245,118
"vial","1","f","5","11009",4,29,67,NA,0.432835820895522,38,3,245,118
"vial","1","f","5","11009",5,16,51,NA,0.313725490196078,35,3,245,118
"vial","1","f","6","11011",1,21,100,NA,0.21,79,2,275,124
"vial","1","f","6","11011",2,5,64,NA,0.078125,59,2,275,124
"vial","1","f","6","11011",3,14,100,NA,0.14,86,2,275,124
"vial","1","f","6","11011",4,9,90,NA,0.1,81,2,275,124
"vial","1","f","6","11011",5,10,76,NA,0.131578947368421,66,2,275,124
"vial","1","f","7","11013",1,34,100,NA,0.34,66,5,257,124
"vial","1","f","7","11013",2,23,100,NA,0.23,77,5,257,124
"vial","1","f","7","11013",3,32,100,NA,0.32,68,5,257,124
"vial","1","f","7","11013",4,15,43,NA,0.348837209302326,28,5,257,124
"vial","1","f","7","11013",5,43,98,NA,0.438775510204082,55,5,257,124
"vial","1","f","8","11015",1,24,100,NA,0.24,76,6,295,132
"vial","1","f","8","11015",2,30,100,NA,0.3,70,6,295,132
"vial","1","f","8","11015",3,23,100,NA,0.23,77,6,295,132
"vial","1","f","8","11015",4,38,100,NA,0.38,62,6,295,132
"vial","1","f","8","11015",5,36,100,NA,0.36,64,6,295,132
"vial","1","f","9","11018",1,31,100,NA,0.31,69,8,280,164
"vial","1","f","9","11018",2,19,100,NA,0.19,81,8,280,164
"vial","1","f","9","11018",3,30,100,NA,0.3,70,8,280,164
"vial","1","f","9","11018",4,24,98,NA,0.244897959183673,74,8,280,164
"vial","1","f","9","11018",5,26,100,NA,0.26,74,8,280,164
"vial","1","f","10","11019",1,37,100,NA,0.37,63,8,276,97
"vial","1","f","10","11019",2,31,112,NA,0.276785714285714,81,8,276,97
"vial","1","f","10","11019",3,34,100,NA,0.34,66,8,276,97
"vial","1","f","10","11019",4,30,100,NA,0.3,70,8,276,97
"vial","1","f","10","11019",5,32,100,NA,0.32,68,8,276,97
"vial","1","f","11","11022",1,29,100,NA,0.29,71,6,265,164
"vial","1","f","11","11022",2,28,100,NA,0.28,72,6,265,164
"vial","1","f","11","11022",3,34,100,NA,0.34,66,6,265,164
"vial","1","f","11","11022",4,32,100,NA,0.32,68,6,265,164
"vial","1","f","11","11022",5,30,100,NA,0.3,70,6,265,164
"vial","1","f","12","11025",1,35,100,NA,0.35,65,5,290,121
"vial","1","f","12","11025",2,32,100,NA,0.32,68,5,290,121
"vial","1","f","12","11025",3,21,100,NA,0.21,79,5,290,121
"vial","1","f","12","11025",4,39,100,NA,0.39,61,5,290,121
"vial","1","f","12","11025",5,28,99,NA,0.282828282828283,71,5,290,121
"vial","1","f","15","11031",1,22,100,NA,0.22,78,8,288,134
"vial","1","f","15","11031",2,26,100,NA,0.26,74,8,288,134
"vial","1","f","15","11031",3,23,100,NA,0.23,77,8,288,134
"vial","1","f","15","11031",4,34,100,NA,0.34,66,8,288,134
"vial","1","f","13","11027",1,27,100,"nina",0.27,73,7,259,105
"vial","1","f","13","11027",2,29,100,"nina",0.29,71,7,259,105
"vial","1","f","13","11027",3,33,100,"nina",0.33,67,7,259,105
"vial","1","f","13","11027",4,38,100,"nina",0.38,62,7,259,105
"vial","1","f","13","11027",5,22,100,"nina",0.22,78,7,259,105
"vial","1","f","17","11036",1,29,100,"nina",0.29,71,3,270,106
"vial","1","f","17","11036",2,33,100,"nina",0.33,67,3,270,106
"vial","1","f","17","11036",3,41,100,"nina",0.41,59,3,270,106
"vial","1","f","17","11036",4,41,100,"nina",0.41,59,3,270,106
"vial","1","f","17","11036",5,21,100,"nina",0.21,79,3,270,106
"vial","1","f","18","11039",1,45,100,"nina",0.45,55,8,310,102
"vial","1","f","18","11039",2,23,100,"nina",0.23,77,8,310,102
"vial","1","f","18","11039",3,34,100,"nina",0.34,66,8,310,102
"vial","1","f","18","11039",4,30,100,"nina",0.3,70,8,310,102
"vial","1","f","18","11039",5,14,100,"nina",0.14,86,8,310,102
"vial","1","f","19","11041",1,53,100,"amardeep",0.53,47,5,274,144
"vial","1","f","19","11041",2,28,100,"amardeep",0.28,72,5,274,144
"vial","1","f","19","11041",3,36,100,"amardeep",0.36,64,5,274,144
"vial","1","f","19","11041",4,26,100,"amardeep",0.26,74,5,274,144
"vial","1","f","19","11041",5,23,100,"amardeep",0.23,77,5,274,144
"vial","1","f","20","11042",1,22,100,"amardeep",0.22,78,6,283,129
"vial","1","f","20","11042",2,37,107,"amardeep",0.345794392523364,70,6,283,129
"vial","1","f","20","11042",3,35,125,"amardeep",0.28,90,6,283,129
"vial","1","f","20","11042",4,16,107,"nina",0.149532710280374,91,6,283,129
"vial","1","f","20","11042",5,63,118,"nina",0.533898305084746,55,6,283,129
"vial","1","f","14","11028",1,33,100,"amardeep",0.33,67,6,310,101
"vial","1","f","14","11028",2,29,100,"amardeep",0.29,71,6,310,101
"vial","1","f","14","11028",3,34,100,"amardeep",0.34,66,6,310,101
"vial","1","f","14","11028",4,17,100,"nina",0.17,83,6,310,101
"vial","1","f","14","11028",5,21,100,"nina",0.21,79,6,310,101
"vial","1","f","16","11034",1,30,100,NA,0.3,70,4,241,117
"vial","1","f","16","11034",2,33,100,NA,0.33,67,4,241,117
"vial","1","f","16","11034",3,40,100,NA,0.4,60,4,241,117
"vial","1","f","16","11034",4,38,100,NA,0.38,62,4,241,117
"vial","1","f","16","11034",5,28,100,NA,0.28,72,4,241,117
"vial","1","f","21","11043",1,39,115,"nina",0.339130434782609,76,7,306,114
"vial","1","f","21","11043",2,35,112,"nina",0.3125,77,7,306,114
"vial","1","f","21","11043",3,16,111,"nina",0.144144144144144,95,7,306,114
"vial","1","f","21","11043",4,35,107,"nina",0.327102803738318,72,7,306,114
"vial","1","f","21","11043",5,23,108,"nina",0.212962962962963,85,7,306,114
"vial","1","f","23","11045",1,44,106,"nina",0.415094339622642,62,4,267,134
"vial","1","f","23","11045",2,27,126,"nina",0.214285714285714,99,4,267,134
"vial","1","f","23","11045",3,29,100,"nina",0.29,71,4,267,134
"vial","1","f","23","11045",4,25,136,"nina",0.183823529411765,111,4,267,134
"vial","1","f","28","11050",4,19,100,NA,0.19,81,7,224,140
"vial","1","f","28","11050",5,38,102,NA,0.372549019607843,64,7,224,140
"vial","1","f","29","11051",1,28,100,NA,0.28,72,5,273,106
"vial","1","f","29","11051",2,30,100,NA,0.3,70,5,273,106
"vial","1","f","29","11051",3,26,100,NA,0.26,74,5,273,106
"vial","1","f","29","11051",4,34,100,NA,0.34,66,5,273,106
"vial","1","f","29","11051",5,39,100,NA,0.39,61,5,273,106
"vial","1","f","26","11048",1,33,100,NA,0.33,67,9,260,113
"vial","1","f","26","11048",2,29,90,NA,0.322222222222222,61,9,260,113
"vial","1","f","26","11048",3,30,100,NA,0.3,70,9,260,113
"vial","1","f","26","11048",4,42,100,NA,0.42,58,9,260,113
"vial","1","f","26","11048",5,31,100,NA,0.31,69,9,260,113
"vial","1","f","27","11049",1,28,100,NA,0.28,72,5,344,110
"vial","1","f","27","11049",2,41,100,NA,0.41,59,5,344,110
"vial","1","f","27","11049",3,30,100,NA,0.3,70,5,344,110
"vial","1","f","27","11049",4,23,100,NA,0.23,77,5,344,110
"vial","1","f","27","11049",5,36,100,NA,0.36,64,5,344,110
"vial","1","f","24","11046",1,26,100,NA,0.26,74,6,248,124
"vial","1","f","24","11046",2,26,100,NA,0.26,74,6,248,124
"vial","1","f","24","11046",3,29,100,NA,0.29,71,6,248,124
"vial","1","f","24","11046",4,19,100,NA,0.19,81,6,248,124
"vial","1","f","24","11046",5,16,100,NA,0.16,84,6,248,124
"vial","1","f","25","11047",1,27,100,NA,0.27,73,6,325,123
"vial","1","f","25","11047",2,18,100,NA,0.18,82,6,325,123
"vial","1","f","25","11047",3,26,100,NA,0.26,74,6,325,123
"vial","1","f","25","11047",4,33,100,NA,0.33,67,6,325,123
"vial","1","f","25","11047",5,34,100,NA,0.34,66,6,325,123
"vial","1","f","36","11058",3,22,100,NA,0.22,78,8,334,108
"vial","1","f","36","11058",4,25,100,NA,0.25,75,8,334,108
"vial","1","f","36","11058",5,29,100,NA,0.29,71,8,334,108
"vial","1","f","37","11059",1,28,100,NA,0.28,72,5,318,101
"vial","1","f","37","11059",2,36,100,NA,0.36,64,5,318,101
"vial","1","f","37","11059",3,20,100,NA,0.2,80,5,318,101
"vial","1","f","37","11059",4,37,100,NA,0.37,63,5,318,101
"vial","1","f","37","11059",5,39,100,NA,0.39,61,5,318,101
"vial","1","f","35","11057",5,29,100,NA,0.29,71,7,256,124
"vial","1","f","35","11057",4,32,100,NA,0.32,68,7,256,124
"vial","1","f","35","11057",3,30,100,NA,0.3,70,7,256,124
"vial","1","f","35","11057",2,19,100,NA,0.19,81,7,256,124
"vial","1","f","35","11057",1,22,111,NA,0.198198198198198,89,7,256,124
"vial","1","f","34","11056",5,20,100,NA,0.2,80,5,289,141
"vial","1","f","34","11056",4,26,90,NA,0.288888888888889,64,5,289,141
"vial","1","f","34","11056",3,23,100,NA,0.23,77,5,289,141
"vial","1","f","34","11056",2,19,100,NA,0.19,81,5,289,141
"vial","1","f","34","11056",1,3,21,NA,0.142857142857143,18,5,289,141
"vial","1","f","33","11055",5,36,100,NA,0.36,64,8,348,130
"vial","1","f","33","11055",4,38,100,NA,0.38,62,8,348,130
"vial","1","f","33","11055",3,36,100,NA,0.36,64,8,348,130
"vial","1","f","33","11055",2,33,100,NA,0.33,67,8,348,130
"vial","1","f","32","11054",1,49,100,NA,0.49,51,6,251,95
"vial","1","f","32","11054",2,45,100,NA,0.45,55,6,251,95
"vial","1","f","32","11054",3,40,105,NA,0.380952380952381,65,6,251,95
"vial","1","f","32","11054",4,63,100,NA,0.63,37,6,251,95
"vial","1","f","32","11054",5,27,100,NA,0.27,73,6,251,95
"vial","1","f","31","11053",1,31,100,NA,0.31,69,5,255,103
"vial","1","f","31","11053",2,43,100,NA,0.43,57,5,255,103
"vial","1","f","31","11053",3,30,100,NA,0.3,70,5,255,103
"vial","1","f","31","11053",4,21,100,NA,0.21,79,5,255,103
"vial","1","f","31","11053",5,32,100,NA,0.32,68,5,255,103
"vial","1","f","30","11052",1,33,100,NA,0.33,67,5,282,111
"vial","1","f","30","11052",2,28,100,NA,0.28,72,5,282,111
"vial","1","f","30","11052",3,27,100,NA,0.27,73,5,282,111
"vial","1","f","30","11052",4,15,100,NA,0.15,85,5,282,111
"vial","1","f","30","11052",5,34,100,NA,0.34,66,5,282,111
"vial","1","f","28","11050",1,25,100,NA,0.25,75,7,224,140
"vial","1","f","28","11050",2,21,100,NA,0.21,79,7,224,140
"vial","1","f","28","11050",3,24,98,NA,0.244897959183673,74,7,224,140
"vial","1","f","57","11080",1,24,100,NA,0.24,76,7,278,142
"vial","1","f","57","11080",2,22,100,NA,0.22,78,7,278,142
"vial","1","f","57","11080",3,40,100,NA,0.4,60,7,278,142
"vial","1","f","57","11080",4,36,100,NA,0.36,64,7,278,142
"vial","1","f","57","11080",5,21,100,NA,0.21,79,7,278,142
"vial","1","f","64","11092",1,55,100,NA,0.55,45,4,253,117
"vial","1","f","64","11092",2,45,123,NA,0.365853658536585,78,4,253,117
"vial","1","f","64","11092",3,33,100,NA,0.33,67,4,253,117
"vial","1","f","64","11092",4,27,100,NA,0.27,73,4,253,117
"vial","1","f","64","11092",5,35,100,NA,0.35,65,4,253,117
"vial","1","f","42","11064",1,40,100,NA,0.4,60,4,276,112
"vial","1","f","42","11064",2,37,100,NA,0.37,63,4,276,112
"vial","1","f","42","11064",3,23,100,NA,0.23,77,4,276,112
"vial","1","f","42","11064",4,31,90,NA,0.344444444444444,59,4,276,112
"vial","1","f","42","11064",5,24,100,NA,0.24,76,4,276,112
"vial","1","f","43","11065",1,34,100,NA,0.34,66,6,285,145
"vial","1","f","43","11065",2,32,100,NA,0.32,68,6,285,145
"vial","1","f","43","11065",3,42,78,NA,0.538461538461538,36,6,285,145
"vial","1","f","43","11065",4,31,100,NA,0.31,69,6,285,145
"vial","1","f","43","11065",5,36,100,NA,0.36,64,6,285,145
"vial","1","f","40","11062",1,39,100,NA,0.39,61,3,282,136
"vial","1","f","40","11062",2,38,100,NA,0.38,62,3,282,136
"vial","1","f","40","11062",3,35,100,NA,0.35,65,3,282,136
"vial","1","f","40","11062",4,55,100,NA,0.55,45,3,282,136
"vial","1","f","40","11062",5,16,106,NA,0.150943396226415,90,3,282,136
"vial","1","f","41","11063",1,41,100,NA,0.41,59,10,355,151
"vial","1","f","41","11063",2,21,100,NA,0.21,79,10,355,151
"vial","1","f","41","11063",3,34,100,NA,0.34,66,10,355,151
"vial","1","f","41","11063",4,43,100,NA,0.43,57,10,355,151
"vial","1","f","41","11063",5,40,100,NA,0.4,60,10,355,151
"vial","1","f","38","11060",1,37,100,NA,0.37,63,4,281,111
"vial","1","f","38","11060",2,38,100,NA,0.38,62,4,281,111
"vial","1","f","38","11060",3,46,100,NA,0.46,54,4,281,111
"vial","1","f","38","11060",4,33,100,NA,0.33,67,4,281,111
"vial","1","f","38","11060",5,41,91,NA,0.450549450549451,50,4,281,111
"vial","1","f","39","11061",1,39,99,NA,0.393939393939394,60,5,278,130
"vial","1","f","39","11061",2,42,100,NA,0.42,58,5,278,130
"vial","1","f","39","11061",3,31,100,NA,0.31,69,5,278,130
"vial","1","f","39","11061",4,55,100,NA,0.55,45,5,278,130
"vial","1","f","39","11061",5,33,100,NA,0.33,67,5,278,130
"vial","1","f","36","11058",1,30,100,NA,0.3,70,8,334,108
"vial","1","f","36","11058",2,19,100,NA,0.19,81,8,334,108
"vial","1","f","44","11066",1,24,100,NA,0.24,76,8,322,119
"vial","1","f","44","11066",2,49,100,NA,0.49,51,8,322,119
"vial","1","f","44","11066",3,37,100,NA,0.37,63,8,322,119
"vial","1","f","44","11066",4,25,100,NA,0.25,75,8,322,119
"vial","1","f","44","11066",5,32,101,NA,0.316831683168317,69,8,322,119
"vial","1","f","45","11067",1,9,99,NA,0.0909090909090909,90,6,281,114
"vial","1","f","45","11067",2,8,103,NA,0.0776699029126214,95,6,281,114
"vial","1","f","45","11067",3,2,73,NA,0.0273972602739726,71,6,281,114
"vial","1","f","45","11067",4,22,110,NA,0.2,88,6,281,114
"vial","1","f","45","11067",5,36,98,NA,0.36734693877551,62,6,281,114
"vial","1","f","47","11069",1,24,100,NA,0.24,76,3,252,104
"vial","1","f","47","11069",2,25,100,NA,0.25,75,3,252,104
"vial","1","f","47","11069",3,19,100,NA,0.19,81,3,252,104
"vial","1","f","47","11069",4,19,100,NA,0.19,81,3,252,104
"vial","1","f","47","11069",5,12,100,NA,0.12,88,3,252,104
"vial","1","f","48","11070",1,48,100,NA,0.48,52,6,317,145
"vial","1","f","48","11070",2,39,100,NA,0.39,61,6,317,145
"vial","1","f","48","11070",3,19,100,NA,0.19,81,6,317,145
"vial","1","f","49","11072",1,37,100,NA,0.37,63,3,279,128
"vial","1","f","49","11072",2,24,100,NA,0.24,76,3,279,128
"vial","1","f","49","11072",3,36,100,NA,0.36,64,3,279,128
"vial","1","f","49","11072",4,20,100,NA,0.2,80,3,279,128
"vial","1","f","49","11072",5,16,100,NA,0.16,84,3,279,128
"vial","1","f","50","11073",1,28,102,NA,0.274509803921569,74,6,352,140
"vial","1","f","50","11073",2,28,100,NA,0.28,72,6,352,140
"vial","1","f","50","11073",3,21,100,NA,0.21,79,6,352,140
"vial","1","f","50","11073",4,16,100,NA,0.16,84,6,352,140
"vial","1","f","50","11073",5,20,100,NA,0.2,80,6,352,140
"vial","1","f","53","11076",1,17,100,NA,0.17,83,7,283,136
"vial","1","f","53","11076",2,26,100,NA,0.26,74,7,283,136
"vial","1","f","53","11076",3,23,100,NA,0.23,77,7,283,136
"vial","1","f","53","11076",4,19,100,NA,0.19,81,7,283,136
"vial","1","f","53","11076",5,23,111,NA,0.207207207207207,88,7,283,136
"vial","1","f","54","11077",1,28,100,NA,0.28,72,8,285,135
"vial","1","f","54","11077",2,25,100,NA,0.25,75,8,285,135
"vial","1","f","54","11077",3,24,98,NA,0.244897959183673,74,8,285,135
"vial","1","f","54","11077",4,26,100,NA,0.26,74,8,285,135
"vial","1","f","55","11078",1,17,65,NA,0.261538461538462,48,5,329,103
"vial","1","f","55","11078",2,12,100,NA,0.12,88,5,329,103
"vial","1","f","55","11078",3,39,100,NA,0.39,61,5,329,103
"vial","1","f","55","11078",4,28,98,NA,0.285714285714286,70,5,329,103
"vial","1","f","55","11078",5,16,63,NA,0.253968253968254,47,5,329,103
"vial","2","f","99","11140",1,40,144,"amardeep",0.277777777777778,104,9,325,130
"vial","2","f","99","11140",2,45,161,"amardeep",0.279503105590062,116,9,325,130
"vial","2","f","99","11140",3,36,154,"amardeep",0.233766233766234,118,9,325,130
"vial","2","f","99","11140",4,47,161,"amardeep",0.291925465838509,114,9,325,130
"vial","2","f","99","11140",5,42,155,"amardeep",0.270967741935484,113,9,325,130
"vial","2","f","85","11119",1,45,140,"amardeep",0.321428571428571,95,6,260,136
"vial","2","f","85","11119",2,61,170,"amardeep",0.358823529411765,109,6,260,136
"vial","2","f","85","11119",3,43,120,"amardeep",0.358333333333333,77,6,260,136
"vial","2","f","85","11119",4,33,123,"amardeep",0.268292682926829,90,6,260,136
"vial","2","f","85","11119",5,30,105,"amardeep",0.285714285714286,75,6,260,136
"vial","2","f","97","11136",1,38,164,"amardeep",0.231707317073171,126,6,282,123
"vial","2","f","97","11136",2,42,152,"amardeep",0.276315789473684,110,6,282,123
"vial","2","f","97","11136",3,60,162,"amardeep",0.37037037037037,102,6,282,123
"vial","2","f","97","11136",4,72,186,"amardeep",0.387096774193548,114,6,282,123
"vial","2","f","95","11134",1,47,134,"amardeep",0.350746268656716,87,6,296,132
"vial","2","f","95","11134",2,50,140,"amardeep",0.357142857142857,90,6,296,132
"vial","2","f","95","11134",3,66,194,"amardeep",0.34020618556701,128,6,296,132
"vial","2","f","95","11134",4,74,150,"amardeep",0.493333333333333,76,6,296,132
"vial","2","f","89","11124",1,42,134,"amardeep",0.313432835820896,92,5,229,127
"vial","2","f","89","11124",2,48,161,"amardeep",0.298136645962733,113,5,229,127
"vial","2","f","89","11124",3,29,162,"amardeep",0.179012345679012,133,5,229,127
"vial","2","f","89","11124",4,38,154,"amardeep",0.246753246753247,116,5,229,127
"vial","2","f","87","11122",1,40,128,"amardeep",0.3125,88,6,266,130
"vial","2","f","87","11122",2,53,127,"amardeep",0.417322834645669,74,6,266,130
"vial","2","f","87","11122",3,46,145,"amardeep",0.317241379310345,99,6,266,130
"vial","2","f","87","11122",4,47,152,"amardeep",0.309210526315789,105,6,266,130
"vial","2","f","87","11122",5,47,136,"amardeep",0.345588235294118,89,6,266,130
"vial","2","f","92","11128",1,31,107,"amardeep",0.289719626168224,76,3,288,131
"vial","2","f","92","11128",2,27,121,"amardeep",0.223140495867769,94,3,288,131
"vial","2","f","92","11128",3,42,138,"amardeep",0.304347826086957,96,3,288,131
"vial","2","f","92","11128",4,38,109,"amardeep",0.348623853211009,71,3,288,131
"vial","2","f","92","11128",5,45,133,"amardeep",0.338345864661654,88,3,288,131
"vial","2","f","73","11105",5,33,132,"amardeep",0.25,99,4,279,111
"vial","2","f","73","11105",4,58,185,"amardeep",0.313513513513514,127,4,279,111
"vial","2","f","73","11105",3,59,164,"amardeep",0.359756097560976,105,4,279,111
"vial","2","f","73","11105",2,41,158,"amardeep",0.259493670886076,117,4,279,111
"vial","2","f","73","11105",1,46,134,"amardeep",0.343283582089552,88,4,279,111
"vial","2","f","71","11100",1,55,183,"amardeep",0.300546448087432,128,9,273,130
"vial","2","f","71","11100",2,36,168,"amardeep",0.214285714285714,132,9,273,130
"vial","2","f","71","11100",3,34,151,"amardeep",0.225165562913907,117,9,273,130
"vial","2","f","71","11100",4,53,164,"amardeep",0.323170731707317,111,9,273,130
"vial","2","f","71","11100",5,46,182,"amardeep",0.252747252747253,136,9,273,130
"vial","2","f","76","11108",1,32,145,"amardeep",0.220689655172414,113,8,327,144
"vial","2","f","76","11108",2,50,164,"amardeep",0.304878048780488,114,8,327,144
"vial","2","f","76","11108",3,36,152,"amardeep",0.236842105263158,116,8,327,144
"vial","2","f","76","11108",4,55,112,"elenore",0.491071428571429,57,8,327,144
"vial","2","f","76","11108",5,17,109,"elenore",0.155963302752294,92,8,327,144
"vial","2","f","80","11112",1,32,112,"elenore",0.285714285714286,80,9,343,137
"vial","2","f","80","11112",2,36,109,"elenore",0.330275229357798,73,9,343,137
"vial","2","f","80","11112",3,26,100,"elenore",0.26,74,9,343,137
"vial","2","f","80","11112",4,37,103,"elenore",0.359223300970874,66,9,343,137
"vial","2","f","80","11112",5,27,106,"elenore",0.254716981132075,79,9,343,137
"vial","2","f","74","11106",1,20,104,"elenore",0.192307692307692,84,6,284,145
"vial","2","f","74","11106",2,37,107,"elenore",0.345794392523364,70,6,284,145
"vial","2","f","74","11106",3,26,108,"elenore",0.240740740740741,82,6,284,145
"vial","2","f","74","11106",4,35,107,"elenore",0.327102803738318,72,6,284,145
"vial","2","f","74","11106",5,32,100,"elenore",0.32,68,6,284,145
"vial","2","f","3","11004",1,58,111,"nina",0.522522522522523,53,5,275,104
"vial","2","f","3","11004",2,48,113,"nina",0.424778761061947,65,5,275,104
"vial","2","f","3","11004",3,35,101,"nina",0.346534653465347,66,5,275,104
"vial","2","f","3","11004",4,39,103,"nina",0.378640776699029,64,5,275,104
"vial","2","f","3","11004",5,50,101,"nina",0.495049504950495,51,5,275,104
"vial","2","f","46","11068",1,31,105,"nina",0.295238095238095,74,10,322,131
"vial","2","f","46","11068",2,30,103,"nina",0.29126213592233,73,10,322,131
"vial","2","f","46","11068",3,25,105,"nina",0.238095238095238,80,10,322,131
"vial","2","f","46","11068",4,24,105,"nina",0.228571428571429,81,10,322,131
"vial","2","f","46","11068",5,28,104,"nina",0.269230769230769,76,10,322,131
"vial","2","f","82","11116",1,25,119,"nina",0.210084033613445,94,6,273,143
"vial","2","f","82","11116",2,43,104,"nina",0.413461538461538,61,6,273,143
"vial","2","f","82","11116",3,24,117,"nina",0.205128205128205,93,6,273,143
"vial","2","f","82","11116",4,35,110,"nina",0.318181818181818,75,6,273,143
"vial","2","f","82","11116",5,30,102,"nina",0.294117647058824,72,6,273,143
"vial","2","f","78","11110",1,49,118,"nina",0.415254237288136,69,9,341,135
"vial","2","f","78","11110",2,39,111,"nina",0.351351351351351,72,9,341,135
"vial","2","f","78","11110",3,45,104,"nina",0.432692307692308,59,9,341,135
"vial","2","f","78","11110",4,33,102,"nina",0.323529411764706,69,9,341,135
"vial","2","f","78","11110",5,37,107,"nina",0.345794392523364,70,9,341,135
"vial","2","f","81","11113",1,36,105,"nina",0.342857142857143,69,6,289,138
"vial","2","f","81","11113",2,38,101,"nina",0.376237623762376,63,6,289,138
"vial","2","f","81","11113",3,34,103,"nina",0.330097087378641,69,6,289,138
"vial","2","f","81","11113",4,36,105,"nina",0.342857142857143,69,6,289,138
"vial","2","f","81","11113",5,48,118,"nina",0.406779661016949,70,6,289,138
"vial","2","f","98","11138",1,32,103,"elenore",0.310679611650485,71,6,263,127
"vial","2","f","98","11138",2,29,123,"elenore",0.235772357723577,94,6,263,127
"vial","2","f","98","11138",3,31,102,"elenore",0.303921568627451,71,6,263,127
"vial","2","f","98","11138",4,39,105,"elenore",0.371428571428571,66,6,263,127
"vial","2","f","98","11138",5,41,108,"elenore",0.37962962962963,67,6,263,127
"vial","2","f","100","11141",1,31,111,"elenore",0.279279279279279,80,9,279,162
"vial","2","f","100","11141",2,30,104,"elenore",0.288461538461538,74,9,279,162
"vial","2","f","100","11141",3,37,113,"elenore",0.327433628318584,76,9,279,162
"vial","2","f","100","11141",4,51,113,"elenore",0.451327433628319,62,9,279,162
"vial","2","f","100","11141",5,47,108,"elenore",0.435185185185185,61,9,279,162
"vial","2","f","96","11135",1,42,123,"elenore",0.341463414634146,81,9,279,115
"vial","2","f","96","11135",2,31,125,"elenore",0.248,94,9,279,115
"vial","2","f","96","11135",3,41,107,"elenore",0.383177570093458,66,9,279,115
"vial","2","f","96","11135",4,19,116,"elenore",0.163793103448276,97,9,279,115
"vial","2","f","96","11135",5,33,106,"elenore",0.311320754716981,73,9,279,115
"vial","2","f","94","11131",1,49,113,"elenore",0.433628318584071,64,7,335,101
"vial","2","f","94","11131",2,30,105,"elenore",0.285714285714286,75,7,335,101
"vial","2","f","94","11131",3,35,107,"elenore",0.327102803738318,72,7,335,101
"vial","2","f","94","11131",4,40,118,"elenore",0.338983050847458,78,7,335,101
"vial","2","f","94","11131",5,46,124,"elenore",0.370967741935484,78,7,335,101
"vial","2","f","90","11125",1,32,120,"amardeep",0.266666666666667,88,5,290,139
"vial","2","f","90","11125",2,42,142,"amardeep",0.295774647887324,100,5,290,139
"vial","2","f","90","11125",3,64,171,"amardeep",0.374269005847953,107,5,290,139
"vial","2","f","90","11125",4,62,152,"amardeep",0.407894736842105,90,5,290,139
"vial","2","f","90","11125",5,57,153,"amardeep",0.372549019607843,96,5,290,139
"vial","2","f","88","11123",1,40,134,"amardeep",0.298507462686567,94,3,261,132
"vial","2","f","88","11123",2,69,163,"amardeep",0.423312883435583,94,3,261,132
"vial","2","f","88","11123",3,60,158,"amardeep",0.379746835443038,98,3,261,132
"vial","2","f","88","11123",4,52,135,"amardeep",0.385185185185185,83,3,261,132
"vial","2","f","88","11123",5,63,151,"amardeep",0.417218543046358,88,3,261,132
"vial","2","f","84","11118",1,58,151,"amardeep",0.384105960264901,93,5,293,141
"vial","2","f","84","11118",2,47,113,"amardeep",0.415929203539823,66,5,293,141
"vial","2","f","84","11118",3,46,126,"amardeep",0.365079365079365,80,5,293,141
"vial","2","f","84","11118",4,54,148,"amardeep",0.364864864864865,94,5,293,141
"vial","2","f","84","11118",5,58,121,"amardeep",0.479338842975207,63,5,293,141
"vial","2","f","86","11120",1,55,141,"amardeep",0.390070921985816,86,10,314,140
"vial","2","f","86","11120",2,47,130,"amardeep",0.361538461538462,83,10,314,140
"vial","2","f","86","11120",3,56,131,"amardeep",0.427480916030534,75,10,314,140
"vial","2","f","86","11120",4,36,136,"amardeep",0.264705882352941,100,10,314,140
"vial","2","f","86","11120",5,43,139,"amardeep",0.309352517985612,96,10,314,140
"vial","2","f","83","11117",1,21,102,"nina",0.205882352941176,81,11,268,139
"vial","2","f","83","11117",2,34,103,"nina",0.330097087378641,69,11,268,139
"vial","2","f","83","11117",3,19,106,"nina",0.179245283018868,87,11,268,139
"vial","2","f","83","11117",4,30,107,"nina",0.280373831775701,77,11,268,139
"vial","2","f","83","11117",5,28,100,"nina",0.28,72,11,268,139
"vial","2","f","79","11111",1,22,112,"nina",0.196428571428571,90,5,277,144
