"mating.regime","block","sex","agrawal.stock.number","DSPR.stock.number","replicate","total.wt","total.flies","scorer.name","prop.wt","total.wtNOT","most.severe.variants.whole.genome","zhang.radical.score.polarity.and.volume.whole.genome","INDELs.whole.genome"
"vial","15","m","25","11047",2,53,148,"amardeep",0.358108108108108,95,6,325,123
"vial","15","m","25","11047",3,45,115,"amardeep",0.391304347826087,70,6,325,123
"vial","15","m","25","11047",4,32,140,"amardeep",0.228571428571429,108,6,325,123
"vial","15","m","25","11047",5,45,122,"amardeep",0.368852459016393,77,6,325,123
"vial","15","m","21","11043",1,81,139,"amardeep",0.58273381294964,58,7,306,114
"vial","15","m","21","11043",2,64,120,"amardeep",0.533333333333333,56,7,306,114
"vial","15","m","21","11043",3,106,134,"amardeep",0.791044776119403,28,7,306,114
"vial","15","m","21","11043",4,50,119,"amardeep",0.420168067226891,69,7,306,114
"vial","15","m","21","11043",5,87,144,"amardeep",0.604166666666667,57,7,306,114
"vial","15","m","16","11034",1,38,152,"amardeep",0.25,114,4,241,117
"vial","15","m","16","11034",2,70,138,"amardeep",0.507246376811594,68,4,241,117
"vial","15","m","16","11034",3,75,144,"amardeep",0.520833333333333,69,4,241,117
"vial","15","m","16","11034",4,62,124,"amardeep",0.5,62,4,241,117
"vial","15","m","16","11034",5,38,136,"amardeep",0.279411764705882,98,4,241,117
"vial","15","m","13","11027",1,34,135,"amardeep",0.251851851851852,101,7,259,105
"vial","15","m","13","11027",2,59,124,"amardeep",0.475806451612903,65,7,259,105
"vial","15","m","13","11027",3,6,119,"amardeep",0.0504201680672269,113,7,259,105
"vial","15","m","13","11027",4,56,115,"amardeep",0.48695652173913,59,7,259,105
"vial","15","m","86","11120",1,27,125,"amardeep",0.216,98,10,314,140
"vial","15","m","86","11120",2,61,134,"amardeep",0.455223880597015,73,10,314,140
"vial","15","m","86","11120",3,42,140,"amardeep",0.3,98,10,314,140
"vial","15","m","86","11120",4,64,138,"amardeep",0.463768115942029,74,10,314,140
"vial","15","m","86","11120",5,45,119,"amardeep",0.378151260504202,74,10,314,140
"vial","15","m","83","11117",1,49,129,"amardeep",0.37984496124031,80,11,268,139
"vial","15","m","83","11117",2,54,133,"amardeep",0.406015037593985,79,11,268,139
"vial","15","m","83","11117",3,59,136,"amardeep",0.433823529411765,77,11,268,139
"vial","15","m","83","11117",4,80,121,"amardeep",0.661157024793388,41,11,268,139
"vial","15","m","83","11117",5,44,111,"amardeep",0.396396396396396,67,11,268,139
"vial","15","m","412","12347",1,13,132,"amardeep",0.0984848484848485,119,7,254,105
"vial","15","m","412","12347",2,32,138,"amardeep",0.231884057971014,106,7,254,105
"vial","15","m","412","12347",3,59,147,"amardeep",0.401360544217687,88,7,254,105
"vial","15","m","412","12347",4,93,144,"amardeep",0.645833333333333,51,7,254,105
"vial","15","m","412","12347",5,71,136,"amardeep",0.522058823529412,65,7,254,105
"vial","15","m","183","11309",1,64,142,"amardeep",0.450704225352113,78,8,270,142
"vial","15","m","183","11309",2,77,141,"amardeep",0.546099290780142,64,8,270,142
"vial","15","m","183","11309",3,25,136,"amardeep",0.183823529411765,111,8,270,142
"vial","15","m","183","11309",4,47,119,"amardeep",0.394957983193277,72,8,270,142
"vial","15","m","183","11309",5,63,124,"amardeep",0.508064516129032,61,8,270,142
"vial","15","m","95","11134",1,46,115,"amardeep",0.4,69,6,296,132
"vial","15","m","95","11134",2,58,138,"amardeep",0.420289855072464,80,6,296,132
"vial","15","m","95","11134",3,44,107,"amardeep",0.411214953271028,63,6,296,132
"vial","15","m","95","11134",4,46,164,"amardeep",0.280487804878049,118,6,296,132
"vial","15","m","95","11134",5,58,134,"amardeep",0.432835820895522,76,6,296,132
"vial","15","m","152","11264",1,112,142,"amardeep",0.788732394366197,30,7,293,137
"vial","15","m","152","11264",2,53,136,"amardeep",0.389705882352941,83,7,293,137
"vial","15","m","152","11264",3,49,144,"amardeep",0.340277777777778,95,7,293,137
"vial","15","m","152","11264",4,76,132,"amardeep",0.575757575757576,56,7,293,137
"vial","15","m","152","11264",5,48,111,"amardeep",0.432432432432432,63,7,293,137
"vial","15","m","153","11265",1,67,170,"amardeep",0.394117647058824,103,2,262,138
"vial","15","m","153","11265",2,59,127,"amardeep",0.464566929133858,68,2,262,138
"vial","15","m","153","11265",3,39,138,"amardeep",0.282608695652174,99,2,262,138
"vial","15","m","153","11265",4,78,121,"amardeep",0.644628099173554,43,2,262,138
"vial","15","m","153","11265",5,86,129,"amardeep",0.666666666666667,43,2,262,138
"vial","15","m","154","11268",1,55,127,"amardeep",0.433070866141732,72,10,334,115
"vial","15","m","154","11268",2,63,123,"amardeep",0.51219512195122,60,10,334,115
"vial","15","m","154","11268",3,41,128,"amardeep",0.3203125,87,10,334,115
"vial","15","m","154","11268",4,95,163,"amardeep",0.582822085889571,68,10,334,115
"vial","15","m","154","11268",5,62,136,"amardeep",0.455882352941176,74,10,334,115
"vial","15","m","155","11269",1,50,118,"amardeep",0.423728813559322,68,4,278,130
"vial","15","m","155","11269",2,68,148,"amardeep",0.459459459459459,80,4,278,130
"vial","15","m","155","11269",3,9,134,"amardeep",0.0671641791044776,125,4,278,130
"vial","15","m","155","11269",4,51,126,"amardeep",0.404761904761905,75,4,278,130
"vial","15","m","155","11269",5,61,116,"amardeep",0.525862068965517,55,4,278,130
"vial","15","m","173","11295",1,50,123,"amardeep",0.40650406504065,73,5,296,106
"vial","15","m","173","11295",2,66,129,"amardeep",0.511627906976744,63,5,296,106
"vial","15","m","173","11295",3,54,139,"amardeep",0.388489208633094,85,5,296,106
"vial","15","m","330","12130",1,45,124,"amardeep",0.362903225806452,79,2,268,114
"vial","15","m","330","12130",2,32,148,"amardeep",0.216216216216216,116,2,268,114
"vial","15","m","260","11432",1,71,123,"amardeep",0.577235772357724,52,4,248,120
"vial","15","m","260","11432",2,37,121,"amardeep",0.305785123966942,84,4,248,120
"vial","15","m","260","11432",3,48,117,"amardeep",0.41025641025641,69,4,248,120
"vial","15","m","260","11432",4,17,135,"amardeep",0.125925925925926,118,4,248,120
"vial","15","m","260","11432",5,30,121,"amardeep",0.247933884297521,91,4,248,120
"vial","15","m","261","11433",1,52,142,"amardeep",0.366197183098592,90,6,224,123
"vial","15","m","261","11433",2,40,109,"amardeep",0.36697247706422,69,6,224,123
"vial","15","m","261","11433",3,19,120,"amardeep",0.158333333333333,101,6,224,123
"vial","15","m","261","11433",4,14,136,"amardeep",0.102941176470588,122,6,224,123
"vial","15","m","261","11433",5,47,147,"amardeep",0.319727891156463,100,6,224,123
"vial","15","m","262","11434",1,20,141,"amardeep",0.141843971631206,121,10,349,98
"vial","15","m","262","11434",2,39,152,"amardeep",0.256578947368421,113,10,349,98
"vial","15","m","262","11434",3,60,140,"amardeep",0.428571428571429,80,10,349,98
"vial","15","m","262","11434",4,43,124,"amardeep",0.346774193548387,81,10,349,98
"vial","15","m","262","11434",5,41,129,"amardeep",0.317829457364341,88,10,349,98
"vial","15","m","301","12050",1,50,120,"amardeep",0.416666666666667,70,2,250,110
"vial","15","m","301","12050",2,37,116,"amardeep",0.318965517241379,79,2,250,110
"vial","15","m","301","12050",3,48,126,"amardeep",0.380952380952381,78,2,250,110
"vial","15","m","301","12050",4,16,125,"amardeep",0.128,109,2,250,110
"vial","15","m","301","12050",5,30,134,"amardeep",0.223880597014925,104,2,250,110
"vial","15","m","347","12168",1,55,124,"amardeep",0.443548387096774,69,3,244,123
"vial","15","m","347","12168",2,67,136,"amardeep",0.492647058823529,69,3,244,123
"vial","15","m","347","12168",3,54,128,"amardeep",0.421875,74,3,244,123
"vial","15","m","347","12168",4,61,128,"amardeep",0.4765625,67,3,244,123
"vial","15","m","347","12168",5,21,123,"amardeep",0.170731707317073,102,3,244,123
"vial","15","m","344","12162",1,64,143,"amardeep",0.447552447552448,79,2,267,94
"vial","15","m","344","12162",2,35,117,"amardeep",0.299145299145299,82,2,267,94
"vial","15","m","344","12162",3,44,129,"amardeep",0.341085271317829,85,2,267,94
"vial","15","m","344","12162",4,42,125,"amardeep",0.336,83,2,267,94
"vial","15","m","344","12162",5,64,131,"amardeep",0.488549618320611,67,2,267,94
"vial","15","m","334","12136",1,54,147,"amardeep",0.36734693877551,93,7,322,97
"vial","15","m","334","12136",2,26,115,"amardeep",0.226086956521739,89,7,322,97
"vial","15","m","334","12136",3,31,133,"amardeep",0.233082706766917,102,7,322,97
"vial","15","m","334","12136",4,51,134,"amardeep",0.380597014925373,83,7,322,97
"vial","15","m","334","12136",5,32,114,"amardeep",0.280701754385965,82,7,322,97
"vial","15","m","324","12123",1,31,132,"amardeep",0.234848484848485,101,6,294,118
"vial","15","m","324","12123",2,42,148,"amardeep",0.283783783783784,106,6,294,118
"vial","15","m","324","12123",3,46,141,"amardeep",0.326241134751773,95,6,294,118
"vial","15","m","324","12123",4,65,149,"amardeep",0.436241610738255,84,6,294,118
"vial","15","m","324","12123",5,42,133,"amardeep",0.315789473684211,91,6,294,118
"vial","15","m","161","11276",1,70,148,"amardeep",0.472972972972973,78,4,255,75
"vial","15","m","161","11276",2,72,153,"amardeep",0.470588235294118,81,4,255,75
"vial","15","m","161","11276",3,67,126,"amardeep",0.531746031746032,59,4,255,75
"vial","15","m","161","11276",4,71,133,"amardeep",0.533834586466165,62,4,255,75
"vial","15","m","161","11276",5,61,138,"amardeep",0.442028985507246,77,4,255,75
"vial","15","m","171","11293",1,57,134,"amardeep",0.425373134328358,77,6,311,142
"vial","15","m","171","11293",2,29,149,"amardeep",0.194630872483221,120,6,311,142
"vial","15","m","171","11293",3,76,133,"amardeep",0.571428571428571,57,6,311,142
"vial","15","m","171","11293",4,36,121,"amardeep",0.297520661157025,85,6,311,142
"vial","15","m","171","11293",5,55,143,"amardeep",0.384615384615385,88,6,311,142
"vial","15","m","175","11297",1,41,125,"amardeep",0.328,84,10,287,122
"vial","15","m","175","11297",2,39,109,"amardeep",0.357798165137615,70,10,287,122
"vial","15","m","175","11297",3,105,157,"amardeep",0.668789808917197,52,10,287,122
"vial","15","m","175","11297",4,27,133,"amardeep",0.203007518796992,106,10,287,122
"vial","15","m","175","11297",5,64,120,"amardeep",0.533333333333333,56,10,287,122
"vial","15","m","389","12205",1,73,145,"amardeep",0.503448275862069,72,10,257,131
"vial","15","m","389","12205",2,46,110,"amardeep",0.418181818181818,64,10,257,131
"vial","15","m","389","12205",3,58,144,"amardeep",0.402777777777778,86,10,257,131
"vial","15","m","389","12205",4,68,122,"amardeep",0.557377049180328,54,10,257,131
"vial","15","m","389","12205",5,57,106,"amardeep",0.537735849056604,49,10,257,131
"vial","15","m","391","12225",1,4,156,"amardeep",0.0256410256410256,152,5,270,139
"vial","15","m","391","12225",2,4,149,"amardeep",0.0268456375838926,145,5,270,139
"vial","15","m","391","12225",3,27,147,"amardeep",0.183673469387755,120,5,270,139
"vial","15","m","391","12225",4,49,140,"amardeep",0.35,91,5,270,139
"vial","15","m","391","12225",5,25,134,"amardeep",0.186567164179104,109,5,270,139
"vial","15","m","406","12258",1,26,130,"amardeep",0.2,104,0,28,132
"vial","15","m","406","12258",2,39,120,"amardeep",0.325,81,0,28,132
"vial","15","m","406","12258",3,58,124,"amardeep",0.467741935483871,66,0,28,132
"vial","15","m","406","12258",4,44,137,"amardeep",0.321167883211679,93,0,28,132
"vial","15","m","406","12258",5,19,119,"amardeep",0.159663865546218,100,0,28,132
"vial","15","m","60","11086",1,53,151,"amardeep",0.350993377483444,98,5,291,94
"vial","15","m","60","11086",2,25,122,"amardeep",0.204918032786885,97,5,291,94
"vial","15","m","60","11086",3,47,128,"amardeep",0.3671875,81,5,291,94
"vial","15","m","60","11086",4,101,137,"amardeep",0.737226277372263,36,5,291,94
"vial","15","m","60","11086",5,32,100,"amardeep",0.32,68,5,291,94
"vial","15","m","54","11077",1,63,119,"amardeep",0.529411764705882,56,8,285,135
"vial","15","m","54","11077",2,56,133,"amardeep",0.421052631578947,77,8,285,135
"vial","15","m","54","11077",3,77,124,"amardeep",0.620967741935484,47,8,285,135
"vial","15","m","54","11077",4,63,138,"amardeep",0.456521739130435,75,8,285,135
"vial","15","m","54","11077",5,64,100,"amardeep",0.64,36,8,285,135
"vial","15","m","227","11365",1,30,136,"amardeep",0.220588235294118,106,6,283,85
"vial","15","m","227","11365",2,83,155,"amardeep",0.535483870967742,72,6,283,85
"vial","15","m","227","11365",3,31,116,"amardeep",0.267241379310345,85,6,283,85
"vial","15","m","227","11365",4,37,137,"amardeep",0.27007299270073,100,6,283,85
"vial","15","m","227","11365",5,57,151,"amardeep",0.377483443708609,94,6,283,85
"vial","15","m","240","11398",1,41,138,"amardeep",0.297101449275362,97,7,285,102
"vial","15","m","240","11398",2,55,148,"amardeep",0.371621621621622,93,7,285,102
"vial","15","m","240","11398",3,17,142,"amardeep",0.119718309859155,125,7,285,102
"vial","15","m","240","11398",4,39,137,"amardeep",0.284671532846715,98,7,285,102
"vial","15","m","240","11398",5,59,176,"amardeep",0.335227272727273,117,7,285,102
"vial","15","m","235","11386",1,26,144,"amardeep",0.180555555555556,118,5,230,132
"vial","15","m","235","11386",2,38,154,"amardeep",0.246753246753247,116,5,230,132
"vial","15","m","242","11404",1,7,115,"amardeep",0.0608695652173913,108,6,248,139
"vial","15","m","242","11404",2,34,112,"amardeep",0.303571428571429,78,6,248,139
"vial","15","m","242","11404",3,36,109,"amardeep",0.330275229357798,73,6,248,139
"vial","15","m","242","11404",4,42,139,"amardeep",0.302158273381295,97,6,248,139
"vial","15","m","242","11404",5,48,128,"amardeep",0.375,80,6,248,139
"vial","15","m","243","11405",1,34,140,"amardeep",0.242857142857143,106,11,296,131
"vial","15","m","243","11405",2,87,129,"amardeep",0.674418604651163,42,11,296,131
"vial","15","m","243","11405",3,72,135,"amardeep",0.533333333333333,63,11,296,131
"vial","15","m","243","11405",4,63,131,"amardeep",0.480916030534351,68,11,296,131
"vial","15","m","243","11405",5,54,125,"amardeep",0.432,71,11,296,131
"vial","15","m","244","11406",1,62,147,"amardeep",0.421768707482993,85,4,296,128
"vial","15","m","244","11406",2,49,112,"amardeep",0.4375,63,4,296,128
"vial","15","m","244","11406",3,40,137,"amardeep",0.291970802919708,97,4,296,128
"vial","15","m","244","11406",4,77,127,"amardeep",0.606299212598425,50,4,296,128
"vial","15","m","244","11406",5,56,122,"amardeep",0.459016393442623,66,4,296,128
"vial","15","m","411","12323",1,45,139,"amardeep",0.323741007194245,94,5,253,108
"vial","15","m","411","12323",2,27,155,"amardeep",0.174193548387097,128,5,253,108
"vial","15","m","411","12323",3,79,144,"amardeep",0.548611111111111,65,5,253,108
"vial","15","m","411","12323",4,54,144,"amardeep",0.375,90,5,253,108
"cage","6","m","51","11074",1,63,106,"nina",0.594339622641509,43,6,274,134
"cage","6","m","51","11074",2,94,118,"nina",0.796610169491525,24,6,274,134
"cage","6","m","51","11074",3,85,103,"nina",0.825242718446602,18,6,274,134
"cage","6","m","51","11074",4,90,107,"nina",0.841121495327103,17,6,274,134
"cage","6","m","17","11036",1,73,107,"nina",0.682242990654206,34,3,270,106
"cage","6","m","17","11036",2,33,116,"nina",0.28448275862069,83,3,270,106
"cage","6","m","17","11036",3,59,118,"nina",0.5,59,3,270,106
"cage","6","m","20","11042",1,40,106,"nina",0.377358490566038,66,6,283,129
"cage","6","m","20","11042",2,8,114,"nina",0.0701754385964912,106,6,283,129
"cage","6","m","20","11042",3,20,102,"nina",0.196078431372549,82,6,283,129
"cage","6","m","20","11042",4,14,102,"nina",0.137254901960784,88,6,283,129
"cage","6","m","20","11042",5,2,108,"nina",0.0185185185185185,106,6,283,129
"cage","6","m","29","11051",1,60,109,"amardeep",0.55045871559633,49,5,273,106
"cage","6","m","29","11051",2,62,106,"amardeep",0.584905660377358,44,5,273,106
"cage","6","m","29","11051",3,51,110,"amardeep",0.463636363636364,59,5,273,106
"cage","6","m","29","11051",4,36,69,"amardeep",0.521739130434783,33,5,273,106
"cage","6","m","29","11051",5,43,92,"amardeep",0.467391304347826,49,5,273,106
"cage","6","m","56","11079",1,95,120,"amardeep",0.791666666666667,25,6,261,134
"cage","6","m","56","11079",2,67,120,"amardeep",0.558333333333333,53,6,261,134
"cage","6","m","56","11079",3,64,102,"amardeep",0.627450980392157,38,6,261,134
"cage","6","m","11","11022",1,27,96,"amardeep",0.28125,69,6,265,164
"cage","6","m","11","11022",2,58,109,"amardeep",0.532110091743119,51,6,265,164
"cage","6","m","11","11022",3,38,111,"amardeep",0.342342342342342,73,6,265,164
"cage","6","m","11","11022",4,24,34,"amardeep",0.705882352941177,10,6,265,164
"cage","6","m","11","11022",5,46,73,"amardeep",0.63013698630137,27,6,265,164
"cage","6","m","76","11108",1,76,106,"amardeep",0.716981132075472,30,8,327,144
"cage","6","m","76","11108",2,104,155,"amardeep",0.670967741935484,51,8,327,144
"cage","6","m","76","11108",3,62,100,"amardeep",0.62,38,8,327,144
"cage","6","m","76","11108",4,72,112,"amardeep",0.642857142857143,40,8,327,144
"cage","6","m","76","11108",5,61,114,"amardeep",0.535087719298246,53,8,327,144
"cage","6","m","23","11045",1,90,112,"amardeep",0.803571428571429,22,4,267,134
"cage","6","m","23","11045",2,60,101,"amardeep",0.594059405940594,41,4,267,134
"cage","6","m","23","11045",3,54,108,"amardeep",0.5,54,4,267,134
"cage","6","m","23","11045",4,54,84,"amardeep",0.642857142857143,30,4,267,134
"cage","6","m","23","11045",5,51,115,"amardeep",0.443478260869565,64,4,267,134
"cage","6","m","74","11106",1,33,50,"amardeep",0.66,17,6,284,145
"cage","6","m","74","11106",2,75,114,"amardeep",0.657894736842105,39,6,284,145
"cage","6","m","74","11106",3,91,113,"amardeep",0.805309734513274,22,6,284,145
"cage","6","m","73","11105",1,58,140,"amardeep",0.414285714285714,82,4,279,111
"cage","6","m","73","11105",2,91,124,"amardeep",0.733870967741935,33,4,279,111
"cage","6","m","73","11105",3,75,114,"amardeep",0.657894736842105,39,4,279,111
"cage","6","m","73","11105",4,82,109,"amardeep",0.752293577981651,27,4,279,111
"cage","6","m","73","11105",5,114,127,"amardeep",0.897637795275591,13,4,279,111
"cage","6","m","69","11097",1,93,103,"amardeep",0.902912621359223,10,6,253,157
"cage","6","m","69","11097",2,56,103,"amardeep",0.543689320388349,47,6,253,157
"cage","6","m","69","11097",3,103,131,"amardeep",0.786259541984733,28,6,253,157
"cage","6","m","69","11097",4,51,107,"amardeep",0.476635514018692,56,6,253,157
"cage","6","m","69","11097",5,62,95,"amardeep",0.652631578947368,33,6,253,157
"cage","6","m","2","11002",1,55,100,"amardeep",0.55,45,4,266,114
"cage","6","m","2","11002",2,21,40,"amardeep",0.525,19,4,266,114
"cage","6","m","2","11002",3,87,102,"amardeep",0.852941176470588,15,4,266,114
"cage","6","m","2","11002",4,94,105,"amardeep",0.895238095238095,11,4,266,114
"cage","6","m","2","11002",5,82,101,"amardeep",0.811881188118812,19,4,266,114
"cage","6","m","50","11073",1,25,110,"amardeep",0.227272727272727,85,6,352,140
"cage","6","m","50","11073",2,33,101,"amardeep",0.326732673267327,68,6,352,140
"cage","6","m","50","11073",3,26,101,"amardeep",0.257425742574257,75,6,352,140
"cage","6","m","50","11073",4,61,114,"amardeep",0.535087719298246,53,6,352,140
"cage","6","m","50","11073",5,42,105,"amardeep",0.4,63,6,352,140
"cage","6","m","4","11005",1,51,110,"amardeep",0.463636363636364,59,5,253,133
"cage","6","m","4","11005",2,68,109,"amardeep",0.623853211009174,41,5,253,133
"cage","6","m","8","11015",1,62,99,"amardeep",0.626262626262626,37,6,295,132
"cage","6","m","8","11015",2,41,53,"amardeep",0.773584905660377,12,6,295,132
"cage","6","m","8","11015",3,72,92,"amardeep",0.782608695652174,20,6,295,132
"cage","6","m","75","11107",1,34,103,"amardeep",0.330097087378641,69,5,266,95
"cage","6","m","75","11107",2,70,101,"amardeep",0.693069306930693,31,5,266,95
"cage","6","m","75","11107",3,81,105,"amardeep",0.771428571428571,24,5,266,95
"cage","6","m","67","11095",1,55,75,"amardeep",0.733333333333333,20,7,302,129
"cage","6","m","67","11095",2,48,94,"amardeep",0.51063829787234,46,7,302,129
"cage","6","m","67","11095",3,19,104,"amardeep",0.182692307692308,85,7,302,129
"cage","6","m","5","11009",1,14,73,"amardeep",0.191780821917808,59,3,245,118
"cage","6","m","5","11009",2,42,102,"amardeep",0.411764705882353,60,3,245,118
"cage","6","m","5","11009",3,45,110,"amardeep",0.409090909090909,65,3,245,118
"cage","6","m","5","11009",4,70,103,"amardeep",0.679611650485437,33,3,245,118
"cage","6","m","5","11009",5,33,87,"amardeep",0.379310344827586,54,3,245,118
"cage","6","m","71","11100",1,43,51,"amardeep",0.843137254901961,8,9,273,130
"cage","6","m","71","11100",2,43,102,"amardeep",0.42156862745098,59,9,273,130
"cage","6","m","71","11100",3,53,101,"amardeep",0.524752475247525,48,9,273,130
"cage","6","m","71","11100",4,54,100,"amardeep",0.54,46,9,273,130
"cage","6","m","71","11100",5,93,116,"amardeep",0.801724137931034,23,9,273,130
"cage","6","m","14","11028",1,68,102,"amardeep",0.666666666666667,34,6,310,101
"cage","6","m","14","11028",2,86,102,"amardeep",0.843137254901961,16,6,310,101
"cage","6","m","14","11028",3,61,104,"amardeep",0.586538461538462,43,6,310,101
"cage","6","m","14","11028",4,51,103,"amardeep",0.495145631067961,52,6,310,101
"cage","6","m","14","11028",5,53,60,"amardeep",0.883333333333333,7,6,310,101
"cage","6","m","53","11076",1,70,121,"amardeep",0.578512396694215,51,7,283,136
"cage","6","m","53","11076",2,85,129,"amardeep",0.65891472868217,44,7,283,136
"cage","6","m","53","11076",3,107,117,"amardeep",0.914529914529915,10,7,283,136
"cage","6","m","53","11076",4,115,133,"amardeep",0.864661654135338,18,7,283,136
"cage","6","m","53","11076",5,41,102,"amardeep",0.401960784313726,61,7,283,136
"cage","6","m","59","11084",1,85,129,"amardeep",0.65891472868217,44,4,265,126
"cage","6","m","59","11084",2,96,113,"amardeep",0.849557522123894,17,4,265,126
"cage","6","m","59","11084",3,42,105,"amardeep",0.4,63,4,265,126
"cage","6","m","59","11084",4,35,71,"amardeep",0.492957746478873,36,4,265,126
"cage","6","m","59","11084",5,101,101,"amardeep",1,0,4,265,126
"cage","6","m","61","11089",1,54,101,"amardeep",0.534653465346535,47,5,225,135
"cage","6","m","61","11089",2,99,104,"amardeep",0.951923076923077,5,5,225,135
"cage","6","m","61","11089",3,75,104,"amardeep",0.721153846153846,29,5,225,135
"cage","6","m","61","11089",4,104,108,"amardeep",0.962962962962963,4,5,225,135
"cage","6","m","61","11089",5,30,43,"amardeep",0.697674418604651,13,5,225,135
"cage","6","m","62","11090",1,30,106,"amardeep",0.283018867924528,76,10,303,143
"cage","6","m","62","11090",2,59,124,"amardeep",0.475806451612903,65,10,303,143
"cage","6","m","62","11090",3,64,125,"amardeep",0.512,61,10,303,143
"cage","6","m","63","11091",1,66,120,"amardeep",0.55,54,5,276,118
"cage","6","m","63","11091",2,91,133,"amardeep",0.684210526315789,42,5,276,118
"cage","6","m","63","11091",3,36,111,"amardeep",0.324324324324324,75,5,276,118
"cage","6","m","63","11091",4,69,136,"amardeep",0.507352941176471,67,5,276,118
"cage","6","m","64","11092",1,60,115,"nina",0.521739130434783,55,4,253,117
"cage","6","m","64","11092",2,55,115,"nina",0.478260869565217,60,4,253,117
"cage","6","m","64","11092",3,62,108,"nina",0.574074074074074,46,4,253,117
"cage","6","m","64","11092",4,35,113,"nina",0.309734513274336,78,4,253,117
"cage","6","m","64","11092",5,38,63,"nina",0.603174603174603,25,4,253,117
"cage","6","m","66","11094",1,29,53,"nina",0.547169811320755,24,6,277,161
"cage","6","m","66","11094",2,12,28,"nina",0.428571428571429,16,6,277,161
"cage","6","m","66","11094",3,7,10,"nina",0.7,3,6,277,161
"cage","6","m","66","11094",4,71,101,"nina",0.702970297029703,30,6,277,161
"cage","6","m","66","11094",5,57,101,"nina",0.564356435643564,44,6,277,161
"cage","6","m","65","11093",1,14,55,"nina",0.254545454545455,41,4,239,134
"cage","6","m","65","11093",2,25,31,"nina",0.806451612903226,6,4,239,134
"cage","6","m","65","11093",3,54,107,"nina",0.504672897196262,53,4,239,134
"cage","6","m","65","11093",4,26,109,"nina",0.238532110091743,83,4,239,134
"cage","6","m","74","11106",1,102,115,"nina",0.88695652173913,13,6,284,145
"cage","6","m","74","11106",2,82,104,"nina",0.788461538461538,22,6,284,145
"cage","6","m","78","11110",1,92,107,"nina",0.85981308411215,15,9,341,135
"cage","6","m","78","11110",2,73,100,"nina",0.73,27,9,341,135
"cage","6","m","78","11110",3,81,102,"nina",0.794117647058823,21,9,341,135
"cage","6","m","32","11054",1,78,103,"nina",0.757281553398058,25,6,251,95
"cage","6","m","32","11054",2,50,100,"nina",0.5,50,6,251,95
"cage","6","m","36","11058",1,98,100,"nina",0.98,2,8,334,108
"cage","6","m","36","11058",2,26,101,"nina",0.257425742574257,75,8,334,108
"cage","6","m","33","11055",1,38,100,"nina",0.38,62,8,348,130
"cage","6","m","33","11055",2,73,102,"nina",0.715686274509804,29,8,348,130
"cage","6","m","33","11055",3,29,109,"nina",0.26605504587156,80,8,348,130
"cage","6","m","43","11065",1,68,114,"nina",0.596491228070175,46,6,285,145
"cage","6","m","43","11065",2,35,117,"nina",0.299145299145299,82,6,285,145
"cage","6","m","43","11065",3,89,106,"nina",0.839622641509434,17,6,285,145
"cage","6","m","43","11065",4,79,111,"nina",0.711711711711712,32,6,285,145
"cage","6","m","37","11059",1,66,105,"nina",0.628571428571429,39,5,318,101
"cage","6","m","37","11059",2,64,116,"nina",0.551724137931034,52,5,318,101
"cage","6","m","37","11059",3,35,115,"nina",0.304347826086957,80,5,318,101
"cage","6","m","37","11059",4,58,102,"nina",0.568627450980392,44,5,318,101
"cage","6","m","37","11059",5,49,102,"nina",0.480392156862745,53,5,318,101
"cage","6","m","38","11060",1,31,118,"nina",0.26271186440678,87,4,281,111
"cage","6","m","38","11060",2,55,113,"nina",0.486725663716814,58,4,281,111
"cage","6","m","38","11060",3,52,111,"nina",0.468468468468468,59,4,281,111
"cage","6","m","38","11060",4,22,114,"nina",0.192982456140351,92,4,281,111
"cage","6","m","38","11060",5,37,105,"nina",0.352380952380952,68,4,281,111
"cage","6","m","40","11062",1,55,119,"nina",0.46218487394958,64,3,282,136
"cage","6","m","40","11062",2,57,118,"nina",0.483050847457627,61,3,282,136
"cage","6","m","40","11062",3,43,109,"nina",0.394495412844037,66,3,282,136
"cage","6","m","40","11062",4,91,113,"nina",0.805309734513274,22,3,282,136
"cage","6","m","40","11062",5,67,103,"nina",0.650485436893204,36,3,282,136
"cage","6","m","41","11063",1,71,108,"nina",0.657407407407407,37,10,355,151
"cage","6","m","41","11063",2,83,100,"nina",0.83,17,10,355,151
"cage","6","m","41","11063",3,44,106,"nina",0.415094339622642,62,10,355,151
"cage","6","m","41","11063",4,120,131,"nina",0.916030534351145,11,10,355,151
"cage","6","m","41","11063",5,51,101,"nina",0.504950495049505,50,10,355,151
"cage","6","m","44","11066",1,65,101,"nina",0.643564356435644,36,8,322,119
"cage","6","m","44","11066",2,82,110,"nina",0.745454545454545,28,8,322,119
"cage","6","m","44","11066",3,79,115,"nina",0.68695652173913,36,8,322,119
"cage","6","m","44","11066",4,83,105,"nina",0.79047619047619,22,8,322,119
"cage","6","m","44","11066",5,67,110,"nina",0.609090909090909,43,8,322,119
"cage","6","m","47","11069",1,37,134,"amardeep",0.276119402985075,97,3,252,104
"cage","6","m","47","11069",2,60,101,"amardeep",0.594059405940594,41,3,252,104
"cage","6","m","47","11069",3,35,102,"amardeep",0.343137254901961,67,3,252,104
"cage","6","m","47","11069",4,50,124,"amardeep",0.403225806451613,74,3,252,104
"cage","6","m","47","11069",5,74,118,"amardeep",0.627118644067797,44,3,252,104
