mating.regime,block,sex,agrawal.stock.number,DSPR.stock.number,replicate,total.wt,total.flies,scorer.name
cage,6,m,20,11042,2,8,114,nina
cage,6,m,20,11042,3,20,102,nina
cage,6,m,20,11042,4,14,102,nina
cage,6,m,20,11042,5,2,108,nina
cage,6,m,29,11051,1,60,109,amardeep
cage,6,m,29,11051,2,62,106,amardeep
cage,6,m,29,11051,3,51,110,amardeep
cage,6,m,29,11051,4,36,69,amardeep
cage,6,m,29,11051,5,43,92,amardeep
cage,6,m,56,11079,1,95,120,amardeep
cage,6,m,56,11079,2,67,120,amardeep
cage,6,m,56,11079,3,64,102,amardeep
cage,6,m,11,11022,1,27,96,amardeep
cage,6,m,11,11022,2,58,109,amardeep
cage,6,m,11,11022,3,38,111,amardeep
cage,6,m,11,11022,4,24,34,amardeep
cage,6,m,11,11022,5,46,73,amardeep
cage,6,m,76,11108,1,76,106,amardeep
cage,6,m,76,11108,2,104,155,amardeep
cage,6,m,76,11108,3,62,100,amardeep
cage,6,m,76,11108,4,72,112,amardeep
cage,6,m,76,11108,5,61,114,amardeep
cage,6,m,23,11045,1,90,112,amardeep
cage,6,m,23,11045,2,60,101,amardeep
cage,6,m,23,11045,3,54,108,amardeep
cage,6,m,23,11045,4,54,84,amardeep
cage,6,m,23,11045,5,51,115,amardeep
cage,6,m,74,11106,1,33,50,amardeep
cage,6,m,74,11106,2,75,114,amardeep
cage,6,m,74,11106,3,91,113,amardeep
cage,6,m,73,11105,1,58,140,amardeep
cage,6,m,73,11105,2,91,124,amardeep
cage,6,m,73,11105,3,75,114,amardeep
cage,6,m,73,11105,4,82,109,amardeep
cage,6,m,73,11105,5,114,127,amardeep
cage,6,m,69,11097,1,93,103,amardeep
cage,6,m,69,11097,2,56,103,amardeep
cage,6,m,69,11097,3,103,131,amardeep
cage,6,m,69,11097,4,51,107,amardeep
cage,6,m,69,11097,5,62,95,amardeep
cage,6,m,2,11002,1,55,100,amardeep
cage,6,m,2,11002,2,21,40,amardeep
cage,6,m,2,11002,3,87,102,amardeep
cage,6,m,2,11002,4,94,105,amardeep
cage,6,m,2,11002,5,82,101,amardeep
cage,6,m,50,11073,1,25,110,amardeep
cage,6,m,50,11073,2,33,101,amardeep
cage,6,m,50,11073,3,26,101,amardeep
cage,6,m,50,11073,4,61,114,amardeep
cage,6,m,50,11073,5,42,105,amardeep
cage,6,m,4,11005,1,51,110,amardeep
cage,6,m,4,11005,2,68,109,amardeep
cage,6,m,8,11015,1,62,99,amardeep
cage,6,m,8,11015,2,41,53,amardeep
cage,6,m,8,11015,3,72,92,amardeep
cage,6,m,75,11107,1,34,103,amardeep
cage,6,m,75,11107,2,70,101,amardeep
cage,6,m,75,11107,3,81,105,amardeep
cage,6,m,67,11095,1,55,75,amardeep
cage,6,m,67,11095,2,48,94,amardeep
cage,6,m,67,11095,3,19,104,amardeep
cage,6,m,5,11009,1,14,73,amardeep
cage,6,m,5,11009,2,42,102,amardeep
cage,6,m,5,11009,3,45,110,amardeep
cage,6,m,5,11009,4,70,103,amardeep
cage,6,m,5,11009,5,33,87,amardeep
cage,6,m,71,11100,1,43,51,amardeep
cage,6,m,71,11100,2,43,102,amardeep
cage,6,m,71,11100,3,53,101,amardeep
cage,6,m,71,11100,4,54,100,amardeep
cage,6,m,71,11100,5,93,116,amardeep
cage,6,m,14,11028,1,68,102,amardeep
cage,6,m,14,11028,2,86,102,amardeep
cage,6,m,14,11028,3,61,104,amardeep
cage,6,m,14,11028,4,51,103,amardeep
cage,6,m,14,11028,5,53,60,amardeep
cage,6,m,53,11076,1,70,121,amardeep
cage,6,m,53,11076,2,85,129,amardeep
cage,6,m,53,11076,3,107,117,amardeep
cage,6,m,53,11076,4,115,133,amardeep
cage,6,m,53,11076,5,41,102,amardeep
cage,6,m,59,11084,1,85,129,amardeep
cage,6,m,59,11084,2,96,113,amardeep
cage,6,m,59,11084,3,42,105,amardeep
cage,6,m,59,11084,4,35,71,amardeep
cage,6,m,59,11084,5,101,101,amardeep
cage,6,m,61,11089,1,54,101,amardeep
cage,6,m,61,11089,2,99,104,amardeep
cage,6,m,61,11089,3,75,104,amardeep
cage,6,m,61,11089,4,104,108,amardeep
cage,6,m,61,11089,5,30,43,amardeep
cage,6,m,62,11090,1,30,106,amardeep
cage,6,m,62,11090,2,59,124,amardeep
cage,6,m,62,11090,3,64,125,amardeep
cage,6,m,63,11091,1,66,120,amardeep
cage,6,m,63,11091,2,91,133,amardeep
cage,6,m,63,11091,3,36,111,amardeep
cage,6,m,63,11091,4,69,136,amardeep
cage,6,m,64,11092,1,60,115,nina
cage,6,m,64,11092,2,55,115,nina
cage,6,m,64,11092,3,62,108,nina
cage,6,m,64,11092,4,35,113,nina
cage,6,m,64,11092,5,38,63,nina
cage,6,m,66,11094,1,29,53,nina
cage,6,m,66,11094,2,12,28,nina
cage,6,m,66,11094,3,7,10,nina
cage,6,m,66,11094,4,71,101,nina
cage,6,m,66,11094,5,57,101,nina
cage,6,m,65,11093,1,14,55,nina
cage,6,m,65,11093,2,25,31,nina
cage,6,m,65,11093,3,54,107,nina
cage,6,m,65,11093,4,26,109,nina
cage,6,m,74,11106,1,102,115,nina
cage,6,m,74,11106,2,82,104,nina
cage,6,m,78,11110,1,92,107,nina
cage,6,m,78,11110,2,73,100,nina
cage,6,m,78,11110,3,81,102,nina
cage,6,m,32,11054,1,78,103,nina
cage,6,m,32,11054,2,50,100,nina
cage,6,m,36,11058,1,98,100,nina
cage,6,m,36,11058,2,26,101,nina
cage,6,m,33,11055,1,38,100,nina
cage,6,m,33,11055,2,73,102,nina
cage,6,m,33,11055,3,29,109,nina
cage,6,m,43,11065,1,68,114,nina
cage,6,m,43,11065,2,35,117,nina
cage,6,m,43,11065,3,89,106,nina
cage,6,m,43,11065,4,79,111,nina
cage,6,m,37,11059,1,66,105,nina
cage,6,m,37,11059,2,64,116,nina
cage,6,m,37,11059,3,35,115,nina
cage,6,m,37,11059,4,58,102,nina
cage,6,m,37,11059,5,49,102,nina
cage,6,m,38,11060,1,31,118,nina
cage,6,m,38,11060,2,55,113,nina
cage,6,m,38,11060,3,52,111,nina
cage,6,m,38,11060,4,22,114,nina
cage,6,m,38,11060,5,37,105,nina
cage,6,m,40,11062,1,55,119,nina
cage,6,m,40,11062,2,57,118,nina
cage,6,m,40,11062,3,43,109,nina
cage,6,m,40,11062,4,91,113,nina
cage,6,m,40,11062,5,67,103,nina
cage,6,m,41,11063,1,71,108,nina
cage,6,m,41,11063,2,83,100,nina
cage,6,m,41,11063,3,44,106,nina
cage,6,m,41,11063,4,120,131,nina
cage,6,m,41,11063,5,51,101,nina
cage,6,m,44,11066,1,65,101,nina
cage,6,m,44,11066,2,82,110,nina
cage,6,m,44,11066,3,79,115,nina
cage,6,m,44,11066,4,83,105,nina
cage,6,m,44,11066,5,67,110,nina
cage,6,m,47,11069,1,37,134,amardeep
cage,6,m,47,11069,2,60,101,amardeep
cage,6,m,47,11069,3,35,102,amardeep
cage,6,m,47,11069,4,50,124,amardeep
cage,6,m,47,11069,5,74,118,amardeep
cage,6,f,29,11051,1,44,111,daniel
cage,6,f,29,11051,2,83,147,daniel
cage,6,f,29,11051,3,39,126,daniel
cage,6,f,29,11051,4,49,116,daniel
cage,6,f,29,11051,5,60,131,daniel
cage,6,f,75,11107,1,41,118,daniel
cage,6,f,75,11107,2,73,147,daniel
cage,6,f,75,11107,3,49,132,daniel
cage,6,f,75,11107,4,36,115,daniel
cage,6,f,75,11107,5,28,111,daniel
cage,6,f,38,11060,1,33,162,amardeep
cage,6,f,38,11060,2,46,118,amardeep
cage,6,f,38,11060,3,34,166,amardeep
cage,6,f,38,11060,4,53,136,amardeep
cage,6,f,38,11060,5,42,136,amardeep
cage,6,f,33,11055,1,47,134,amardeep
cage,6,f,33,11055,2,29,113,amardeep
cage,6,f,33,11055,3,60,107,amardeep
cage,6,f,33,11055,4,47,128,amardeep
cage,6,f,33,11055,5,39,111,amardeep
cage,6,f,56,11079,1,43,130,amardeep
cage,6,f,56,11079,2,25,119,amardeep
cage,6,f,56,11079,3,56,158,amardeep
cage,6,f,56,11079,4,28,36,amardeep
cage,6,f,56,11079,5,41,116,amardeep
cage,6,f,50,11073,1,29,115,amardeep
cage,6,f,50,11073,2,83,185,amardeep
cage,6,f,50,11073,3,55,157,amardeep
cage,6,f,50,11073,4,58,168,amardeep
cage,6,f,50,11073,5,30,115,amardeep
cage,6,f,66,11094,1,2,52,amardeep
cage,6,f,66,11094,2,0,8,amardeep
cage,6,f,66,11094,3,18,44,amardeep
cage,6,f,66,11094,4,18,51,amardeep
cage,6,f,66,11094,5,12,28,amardeep
cage,6,f,69,11097,1,46,107,amardeep
cage,6,f,69,11097,2,72,129,amardeep
cage,6,f,69,11097,3,41,80,amardeep
cage,6,f,69,11097,4,25,65,amardeep
cage,6,f,69,11097,5,19,102,amardeep
cage,6,f,71,11100,1,41,117,amardeep
cage,6,f,71,11100,2,25,120,amardeep
cage,6,f,71,11100,3,59,106,amardeep
cage,6,f,71,11100,4,56,120,amardeep
cage,6,f,71,11100,5,45,101,amardeep
cage,6,f,44,11066,1,58,106,amardeep
cage,6,f,44,11066,2,47,91,amardeep
cage,6,f,44,11066,3,33,111,amardeep
cage,6,f,44,11066,4,60,116,amardeep
cage,6,f,44,11066,5,60,114,amardeep
cage,6,f,73,11105,1,46,103,amardeep
cage,6,f,73,11105,2,62,109,amardeep
cage,6,f,73,11105,3,46,125,amardeep
cage,6,f,73,11105,4,59,97,amardeep
cage,6,f,73,11105,5,46,107,amardeep
cage,6,f,78,11110,1,79,100,amardeep
cage,6,f,78,11110,2,55,119,amardeep
cage,6,f,78,11110,3,17,128,amardeep
cage,6,f,78,11110,4,40,121,amardeep
cage,6,f,78,11110,5,45,115,amardeep
cage,6,f,74,11106,1,42,114,amardeep
cage,6,f,74,11106,2,50,107,amardeep
cage,6,f,74,11106,3,27,109,amardeep
cage,6,f,74,11106,4,10,21,amardeep
cage,6,f,76,11108,1,34,103,amardeep
cage,6,f,76,11108,2,32,108,amardeep
cage,6,f,76,11108,3,43,111,amardeep
cage,6,f,76,11108,4,27,104,amardeep
cage,6,f,76,11108,5,44,98,amardeep
cage,6,f,47,11069,1,21,112,amardeep
cage,6,f,47,11069,2,27,115,amardeep
cage,6,f,62,11090,1,18,106,nina
cage,6,f,62,11090,2,47,109,nina
cage,6,f,62,11090,3,9,102,nina
cage,6,f,62,11090,4,31,106,nina
cage,6,f,62,11090,5,23,109,nina
cage,6,f,61,11089,1,40,104,nina
cage,6,f,61,11089,2,27,86,nina
cage,6,f,61,11089,3,60,107,nina
cage,6,f,61,11089,4,22,34,nina
cage,6,f,61,11089,5,35,47,nina
cage,6,f,59,11084,1,46,112,nina
cage,6,f,59,11084,2,37,120,nina
cage,6,f,59,11084,3,52,111,nina
cage,6,f,59,11084,4,60,113,nina
cage,6,f,59,11084,5,54,103,nina
cage,6,f,63,11091,1,53,109,nina
cage,6,f,63,11091,2,42,101,nina
cage,6,f,63,11091,3,43,102,nina
cage,6,f,63,11091,4,48,103,nina
cage,6,f,63,11091,5,24,102,nina
cage,6,f,51,11074,1,44,105,nina
cage,6,f,51,11074,2,20,106,nina
cage,6,f,51,11074,3,24,100,nina
cage,6,f,51,11074,4,33,104,nina
cage,6,f,51,11074,5,31,101,nina
cage,6,f,64,11092,1,47,113,nina
cage,6,f,64,11092,2,67,105,nina
cage,6,f,64,11092,3,51,104,nina
cage,6,f,64,11092,4,52,114,nina
cage,6,f,64,11092,5,74,105,nina
cage,6,f,65,11093,1,21,40,nina
cage,6,f,65,11093,2,14,20,nina
cage,6,f,65,11093,3,71,101,nina
cage,6,f,65,11093,4,72,107,nina
cage,6,f,67,11095,1,30,104,nina
cage,6,f,67,11095,2,49,103,nina
cage,6,f,70,11099,1,33,106,nina
cage,6,f,70,11099,2,60,103,nina
cage,6,f,32,11054,1,50,125,nina
cage,6,f,32,11054,2,104,111,nina
cage,6,f,37,11059,1,40,112,amardeep
cage,6,f,37,11059,2,26,117,amardeep
cage,6,f,37,11059,3,8,112,amardeep
cage,6,f,2,11002,1,90,161,amardeep
cage,6,f,2,11002,2,34,83,amardeep
cage,6,f,2,11002,3,10,15,amardeep
cage,6,f,2,11002,4,50,108,amardeep
cage,6,f,2,11002,5,25,136,amardeep
cage,6,f,53,11076,1,10,129,amardeep
cage,6,f,53,11076,2,55,146,amardeep
cage,6,f,53,11076,3,40,113,amardeep
cage,6,f,53,11076,4,30,115,amardeep
cage,6,f,40,11062,1,16,120,amardeep
cage,6,f,40,11062,2,16,123,amardeep
cage,6,f,40,11062,3,11,124,amardeep
cage,6,f,40,11062,4,21,122,amardeep
cage,6,f,40,11062,5,31,114,amardeep
cage,6,f,43,11065,1,30,102,amardeep
cage,6,f,43,11065,2,60,110,amardeep
cage,6,f,43,11065,3,38,119,amardeep
cage,6,f,43,11065,4,23,100,amardeep
cage,6,f,43,11065,5,36,111,amardeep
cage,6,f,41,11063,1,39,108,amardeep
cage,6,f,41,11063,2,64,125,amardeep
cage,6,f,41,11063,3,52,159,amardeep
cage,6,f,41,11063,4,29,112,amardeep
cage,6,f,41,11063,5,3,47,amardeep
cage,6,f,5,11009,1,63,124,daniel
cage,6,f,5,11009,2,21,41,daniel
cage,6,f,5,11009,3,51,107,daniel
cage,6,f,5,11009,4,45,104,daniel
cage,6,f,5,11009,5,49,110,daniel
cage,6,f,8,11015,1,29,106,daniel
cage,6,f,8,11015,2,53,110,daniel
cage,6,f,8,11015,3,48,84,daniel
cage,6,f,8,11015,4,60,119,daniel
cage,6,f,8,11015,5,66,98,daniel
cage,6,f,17,11036,1,47,119,daniel
cage,6,f,17,11036,2,87,126,daniel
cage,6,f,17,11036,3,85,111,daniel
cage,6,f,17,11036,4,59,82,daniel
cage,6,f,17,11036,5,97,130,daniel
cage,6,f,11,11022,1,55,128,daniel
cage,6,f,11,11022,2,62,109,daniel
cage,6,f,11,11022,3,58,113,daniel
cage,6,f,11,11022,4,41,92,daniel
cage,6,f,11,11022,5,25,59,daniel
cage,6,f,4,11005,1,74,130,daniel
cage,6,f,4,11005,2,5,20,daniel
cage,6,f,4,11005,3,41,107,daniel
cage,6,f,4,11005,4,63,119,daniel
cage,6,f,20,11042,1,18,75,daniel
cage,6,f,20,11042,2,22,29,daniel
cage,6,f,20,11042,3,42,54,daniel
cage,6,f,20,11042,4,46,59,daniel
cage,6,f,20,11042,5,38,100,daniel
cage,6,f,14,11028,1,108,141,daniel
cage,6,f,14,11028,2,80,155,daniel
cage,6,f,14,11028,3,59,118,daniel
cage,6,f,14,11028,4,61,113,daniel
cage,6,f,14,11028,5,51,134,daniel
cage,6,f,36,11058,1,35,118,daniel
cage,6,f,36,11058,2,16,127,daniel
cage,6,f,23,11045,1,19,41,daniel
cage,6,f,23,11045,2,34,137,daniel
cage,6,f,23,11045,3,64,141,daniel
cage,6,f,23,11045,4,35,95,daniel
cage,7,m,89,11124,1,62,152,daniel
cage,7,m,89,11124,2,60,135,daniel
cage,7,m,89,11124,3,55,138,daniel
cage,7,m,89,11124,4,92,143,daniel
cage,7,m,89,11124,5,88,150,daniel
cage,7,m,91,11126,1,65,125,daniel
cage,7,m,91,11126,2,86,133,daniel
cage,7,m,91,11126,3,52,151,daniel
cage,7,m,91,11126,4,52,118,daniel
cage,7,m,91,11126,5,108,148,daniel
cage,7,m,94,11131,1,83,119,daniel
cage,7,m,94,11131,2,45,149,daniel
cage,7,m,94,11131,3,71,115,daniel
cage,7,m,94,11131,4,50,140,daniel
cage,7,m,94,11131,5,46,143,daniel
cage,7,m,97,11136,1,120,145,daniel
cage,7,m,97,11136,2,72,141,daniel
cage,7,m,97,11136,3,101,129,daniel
cage,7,m,97,11136,4,43,151,daniel
cage,7,m,97,11136,5,72,153,daniel
cage,7,m,102,11143,1,58,140,daniel
cage,7,m,102,11143,2,71,149,daniel
cage,7,m,102,11143,3,54,128,daniel
cage,7,m,102,11143,4,60,135,daniel
cage,7,m,102,11143,5,40,124,daniel
cage,7,m,90,11125,1,82,146,daniel
cage,7,m,90,11125,2,91,125,daniel
cage,7,m,90,11125,3,119,134,daniel
cage,7,m,90,11125,4,79,145,daniel
cage,7,m,90,11125,5,89,140,daniel
cage,7,m,92,11128,1,87,143,daniel
cage,7,m,92,11128,2,81,124,daniel
cage,7,m,92,11128,3,15,130,daniel
cage,7,m,92,11128,4,39,131,daniel
cage,7,m,92,11128,5,64,148,daniel
cage,7,m,96,11135,1,85,137,daniel
cage,7,m,96,11135,2,54,124,daniel
cage,7,m,96,11135,3,32,136,daniel
cage,7,m,96,11135,4,48,131,daniel
cage,7,m,96,11135,5,56,133,daniel
cage,7,m,100,11141,1,115,131,daniel
cage,7,m,100,11141,2,95,131,daniel
cage,7,m,100,11141,3,40,137,daniel
cage,7,m,100,11141,4,58,129,daniel
cage,7,m,100,11141,5,110,156,daniel
cage,7,m,107,11151,1,68,156,daniel
cage,7,m,107,11151,2,94,139,daniel
cage,7,m,107,11151,3,81,155,daniel
cage,7,m,107,11151,4,77,129,daniel
cage,7,m,107,11151,5,66,145,daniel
cage,7,m,103,11145,1,75,147,daniel
cage,7,m,103,11145,2,46,147,daniel
cage,7,m,103,11145,3,78,142,daniel
cage,7,m,103,11145,4,64,123,daniel
cage,7,m,105,11147,1,41,115,daniel
cage,7,m,105,11147,2,59,137,daniel
cage,7,m,105,11147,3,75,127,daniel
cage,7,m,105,11147,4,81,142,daniel
cage,7,m,109,11155,1,94,160,daniel
cage,7,m,109,11155,2,25,124,daniel
cage,7,m,109,11155,3,38,132,daniel
cage,7,m,109,11155,4,40,106,daniel
cage,7,m,109,11155,5,19,116,daniel
cage,7,m,113,11163,1,77,147,daniel
cage,7,m,113,11163,2,65,120,daniel
cage,7,m,113,11163,3,69,119,daniel
cage,7,m,113,11163,4,81,117,daniel
cage,7,m,113,11163,5,67,118,daniel
cage,7,m,115,11166,1,60,106,daniel
cage,7,m,115,11166,2,47,128,daniel
cage,7,m,115,11166,3,86,126,daniel
cage,7,m,115,11166,4,14,130,daniel
cage,7,m,115,11166,5,41,116,daniel
cage,7,m,118,11179,1,20,140,daniel
cage,7,m,118,11179,2,65,128,daniel
cage,7,m,118,11179,3,48,116,daniel
cage,7,m,118,11179,4,55,121,daniel
cage,7,m,118,11179,5,69,112,daniel
cage,7,m,112,11159,1,28,105,daniel
cage,7,m,112,11159,2,66,100,daniel
cage,7,m,112,11159,3,56,117,daniel
cage,7,m,112,11159,4,44,128,daniel
cage,7,m,112,11159,5,30,128,daniel
cage,7,m,114,11164,1,79,116,daniel
cage,7,m,114,11164,3,77,125,daniel
cage,7,m,114,11164,4,69,117,daniel
cage,7,m,114,11164,5,103,118,daniel
cage,7,m,116,11168,1,92,152,daniel
cage,7,m,116,11168,2,41,120,daniel
cage,7,m,116,11168,3,44,135,daniel
cage,7,m,116,11168,4,55,132,daniel
cage,7,m,116,11168,5,52,121,daniel
cage,7,m,80,11112,1,34,145,daniel
cage,7,m,80,11112,2,90,136,daniel
cage,7,m,80,11112,3,60,154,daniel
cage,7,m,80,11112,4,89,120,daniel
cage,7,m,28,11050,1,55,131,daniel
cage,7,m,28,11050,2,41,128,daniel
cage,7,m,28,11050,3,10,115,daniel
cage,7,m,28,11050,4,80,131,daniel
cage,7,m,55,11078,1,11,112,daniel
cage,7,m,55,11078,2,35,115,daniel
cage,7,m,55,11078,3,34,119,daniel
cage,7,m,55,11078,4,5,112,daniel
cage,7,m,35,11057,1,54,112,daniel
cage,7,m,35,11057,2,38,111,daniel
cage,7,m,35,11057,3,55,129,daniel
cage,7,m,7,11013,1,78,149,daniel
cage,7,m,7,11013,2,99,133,daniel
cage,7,m,7,11013,3,64,119,daniel
cage,7,m,88,11123,1,87,129,daniel
cage,7,m,88,11123,2,68,119,daniel
cage,7,m,88,11123,3,48,114,daniel
cage,7,m,88,11123,4,72,111,daniel
cage,7,m,88,11123,5,83,153,daniel
cage,7,m,86,11120,1,63,173,daniel
cage,7,m,86,11120,2,31,144,daniel
cage,7,m,86,11120,3,104,133,daniel
cage,7,m,86,11120,4,42,133,daniel
cage,7,m,86,11120,5,70,111,daniel
cage,7,m,82,11116,1,34,132,daniel
cage,7,m,82,11116,2,29,130,daniel
cage,7,m,82,11116,3,62,152,daniel
cage,7,m,82,11116,4,35,157,daniel
cage,7,m,82,11116,5,25,127,daniel
cage,7,m,72,11103,1,59,143,daniel
cage,7,m,72,11103,2,84,159,daniel
cage,7,m,72,11103,3,48,146,daniel
cage,7,m,72,11103,4,76,147,daniel
cage,7,m,72,11103,5,5,113,daniel
cage,7,m,22,11044,1,46,124,daniel
cage,7,m,22,11044,2,61,109,daniel
cage,7,m,22,11044,3,50,121,daniel
cage,7,m,22,11044,4,41,108,daniel
cage,7,m,22,11044,5,63,117,daniel
cage,7,m,10,11019,1,106,159,daniel
cage,7,m,10,11019,2,68,133,daniel
cage,7,m,10,11019,3,66,132,daniel
cage,7,m,10,11019,4,57,114,daniel
cage,7,m,10,11019,5,36,126,daniel
cage,7,m,6,11011,1,49,136,daniel
cage,7,m,6,11011,2,41,72,daniel
cage,7,m,6,11011,3,102,159,daniel
cage,7,m,6,11011,4,45,127,daniel
cage,7,m,6,11011,5,68,127,daniel
cage,7,m,87,11122,1,50,132,daniel
cage,7,m,87,11122,2,94,143,daniel
cage,7,m,87,11122,3,119,150,daniel
cage,7,m,87,11122,4,71,123,daniel
cage,7,m,87,11122,5,88,127,daniel
cage,7,m,85,11119,1,40,118,daniel
cage,7,m,85,11119,2,50,144,daniel
cage,7,m,85,11119,3,61,162,daniel
cage,7,m,85,11119,4,40,148,daniel
cage,7,m,85,11119,5,31,164,daniel
cage,7,m,81,11113,1,64,150,daniel
cage,7,m,81,11113,2,43,121,daniel
cage,7,m,81,11113,3,44,131,daniel
cage,7,m,81,11113,4,75,134,daniel
cage,7,m,81,11113,5,60,141,daniel
cage,7,m,79,11111,1,108,135,daniel
cage,7,m,79,11111,2,65,153,daniel
cage,7,m,79,11111,3,112,150,daniel
cage,7,m,79,11111,4,77,157,daniel
cage,7,m,79,11111,5,89,169,daniel
cage,7,m,57,11080,1,79,130,daniel
cage,7,m,57,11080,2,81,135,daniel
cage,7,m,57,11080,3,88,117,daniel
cage,7,m,57,11080,4,62,128,daniel
cage,7,m,57,11080,5,118,148,daniel
cage,7,m,26,11048,1,60,139,daniel
cage,7,m,26,11048,2,78,123,daniel
cage,7,m,26,11048,3,63,135,daniel
cage,7,m,26,11048,4,66,118,daniel
cage,7,m,26,11048,5,89,128,daniel
cage,7,m,19,11041,1,89,123,daniel
cage,7,m,19,11041,2,95,134,daniel
cage,7,m,19,11041,3,58,156,daniel
cage,7,m,19,11041,4,74,150,daniel
cage,7,m,19,11041,5,77,123,daniel
cage,7,m,3,11004,1,47,121,daniel
cage,7,m,3,11004,2,44,107,daniel
cage,7,m,3,11004,3,95,114,daniel
cage,7,m,3,11004,4,51,126,daniel
cage,7,m,3,11004,5,77,131,daniel
cage,7,m,35,11057,4,54,112,daniel
cage,7,m,120,11184,1,45,115,daniel
cage,7,m,120,11184,2,50,132,daniel
cage,7,m,120,11184,3,62,132,daniel
cage,7,m,120,11184,4,61,119,daniel
cage,7,m,120,11184,5,41,110,daniel
cage,7,m,119,11181,1,81,121,daniel
cage,7,m,119,11181,2,95,125,daniel
cage,7,m,119,11181,3,100,131,daniel
cage,7,m,119,11181,4,47,127,daniel
cage,7,m,122,11205,1,89,123,daniel
cage,7,m,122,11205,2,45,126,daniel
cage,7,m,122,11205,3,52,138,daniel
cage,7,m,122,11205,4,43,130,daniel
cage,7,m,122,11205,5,69,111,daniel
cage,7,m,128,11216,1,72,142,daniel
cage,7,m,128,11216,2,40,149,daniel
cage,7,m,128,11216,3,77,148,daniel
cage,7,m,128,11216,4,40,136,daniel
cage,7,m,128,11216,5,47,151,daniel
cage,7,m,130,11222,1,32,152,daniel
cage,7,m,130,11222,2,44,112,daniel
cage,7,m,130,11222,3,56,140,daniel
cage,7,m,130,11222,4,70,132,daniel
cage,7,f,90,11125,1,58,147,daniel
cage,7,f,90,11125,2,25,123,daniel
cage,7,f,90,11125,3,44,133,daniel
cage,7,f,90,11125,4,31,118,daniel
cage,7,f,90,11125,5,42,124,daniel
cage,7,f,92,11128,1,89,166,daniel
cage,7,f,92,11128,2,45,141,daniel
cage,7,f,92,11128,3,48,128,daniel
cage,7,f,92,11128,4,13,87,daniel
cage,7,f,92,11128,5,35,137,daniel
cage,7,f,89,11124,1,54,176,daniel
cage,7,f,89,11124,2,45,113,daniel
cage,7,f,89,11124,3,70,123,daniel
cage,7,f,89,11124,4,47,105,daniel
cage,7,f,89,11124,5,39,101,daniel
cage,7,f,94,11131,1,41,125,daniel
cage,7,f,94,11131,2,42,103,daniel
cage,7,f,94,11131,3,31,124,daniel
cage,7,f,91,11126,1,37,135,daniel
cage,7,f,91,11126,2,48,151,daniel
cage,7,f,91,11126,3,20,114,daniel
cage,7,f,91,11126,4,31,128,daniel
cage,7,f,91,11126,5,31,127,daniel
cage,7,f,97,11136,1,57,127,daniel
cage,7,f,97,11136,2,59,114,daniel
cage,7,f,97,11136,3,26,109,daniel
cage,7,f,97,11136,4,54,100,daniel
cage,7,f,97,11136,5,38,119,daniel
cage,7,f,100,11141,1,41,128,daniel
cage,7,f,100,11141,2,18,118,daniel
cage,7,f,100,11141,3,38,116,daniel
cage,7,f,100,11141,4,34,110,daniel
cage,7,f,100,11141,5,37,115,daniel
cage,7,f,107,11151,1,23,114,daniel
cage,7,f,107,11151,2,25,133,daniel
cage,7,f,107,11151,3,15,123,daniel
cage,7,f,107,11151,4,45,125,daniel
cage,7,f,107,11151,5,31,110,daniel
cage,7,f,112,11159,1,53,109,daniel
cage,7,f,112,11159,2,68,145,daniel
cage,7,f,112,11159,3,57,96,daniel
cage,7,f,112,11159,4,45,114,daniel
cage,7,f,112,11159,5,78,120,daniel
cage,7,f,96,11135,1,57,116,daniel
cage,7,f,96,11135,2,47,124,daniel
cage,7,f,96,11135,3,48,129,daniel
cage,7,f,96,11135,4,65,119,daniel
cage,7,f,103,11145,1,47,121,daniel
cage,7,f,103,11145,2,57,143,daniel
cage,7,f,103,11145,3,38,126,daniel
cage,7,f,102,11143,1,7,150,daniel
cage,7,f,102,11143,2,26,119,daniel
cage,7,f,102,11143,3,37,111,daniel
cage,7,f,102,11143,4,22,104,daniel
cage,7,f,102,11143,5,39,119,daniel
cage,7,f,105,11147,1,23,114,daniel
cage,7,f,105,11147,2,39,112,daniel
cage,7,f,105,11147,3,24,108,daniel
cage,7,f,105,11147,4,40,112,daniel
cage,7,f,105,11147,5,22,105,daniel
cage,7,f,109,11155,1,23,106,daniel
cage,7,f,109,11155,2,20,100,daniel
cage,7,f,109,11155,3,28,107,daniel
cage,7,f,109,11155,4,18,102,daniel
cage,7,f,109,11155,5,9,100,daniel
cage,7,f,113,11163,1,28,111,daniel
cage,7,f,113,11163,2,29,103,daniel
cage,7,f,113,11163,3,24,112,daniel
cage,7,f,113,11163,4,28,121,daniel
cage,7,f,113,11163,5,14,108,daniel
cage,7,f,115,11166,1,21,127,daniel
cage,7,f,115,11166,2,38,113,daniel
cage,7,f,115,11166,3,16,113,daniel
cage,7,f,115,11166,4,12,119,daniel
cage,7,f,115,11166,5,37,127,daniel
cage,7,f,118,11179,1,38,126,daniel
cage,7,f,118,11179,2,50,119,daniel
cage,7,f,118,11179,3,12,110,daniel
cage,7,f,118,11179,4,32,139,daniel
cage,7,f,118,11179,5,31,134,daniel
cage,7,f,114,11164,1,45,140,daniel
cage,7,f,114,11164,2,26,100,daniel
cage,7,f,114,11164,3,45,98,daniel
cage,7,f,114,11164,4,65,141,daniel
cage,7,f,114,11164,5,59,133,daniel
