mating.regime,block,sex,agrawal.stock.number,DSPR.stock.number,replicate,total.wt,total.flies,scorer.name
vial,4,m,122,11205,1,52,107,nina
vial,4,m,122,11205,2,51,112,nina
vial,4,m,122,11205,3,56,101,nina
vial,4,m,122,11205,4,85,103,nina
vial,4,m,122,11205,5,31,106,nina
vial,4,m,117,11169,1,48,101,nina
vial,4,m,117,11169,2,86,104,nina
vial,4,m,117,11169,3,72,106,nina
vial,4,m,117,11169,4,72,122,nina
vial,4,m,117,11169,5,45,102,elenore
vial,4,m,129,11221,1,22,101,elenore
vial,4,m,129,11221,2,11,123,elenore
vial,4,m,129,11221,3,22,106,elenore
vial,4,m,129,11221,4,28,100,elenore
vial,4,m,129,11221,5,6,104,elenore
vial,4,m,165,11284,1,40,103,elenore
vial,4,m,165,11284,2,39,101,elenore
vial,4,m,165,11284,3,47,102,elenore
vial,4,m,165,11284,4,54,102,elenore
vial,4,m,165,11284,5,68,104,elenore
vial,4,m,167,11286,1,44,112,elenore
vial,4,m,167,11286,2,40,107,elenore
vial,4,m,167,11286,3,37,100,elenore
vial,4,m,167,11286,4,45,102,elenore
vial,4,m,167,11286,5,35,107,elenore
vial,4,m,169,11290,1,31,102,elenore
vial,4,m,136,11229,1,61,107,nina
vial,4,m,136,11229,2,75,100,nina
vial,4,m,136,11229,3,43,100,nina
vial,4,m,136,11229,4,56,114,nina
vial,4,m,136,11229,5,70,120,nina
vial,4,m,68,11096,1,56,116,nina
vial,4,m,68,11096,2,56,102,nina
vial,4,m,68,11096,3,69,103,nina
vial,4,m,68,11096,4,53,103,nina
vial,4,m,68,11096,5,66,108,nina
vial,4,m,91,11126,1,43,113,nina
vial,4,m,91,11126,2,42,100,nina
vial,4,m,91,11126,3,32,101,nina
vial,4,m,91,11126,4,33,101,nina
vial,4,m,91,11126,5,39,107,nina
vial,4,m,57,11080,1,47,112,amardeep
vial,4,m,57,11080,2,25,127,amardeep
vial,4,m,57,11080,3,39,110,amardeep
vial,4,m,57,11080,4,51,100,amardeep
vial,4,m,57,11080,5,65,104,amardeep
vial,4,m,56,11079,1,76,123,amardeep
vial,4,m,56,11079,2,48,106,amardeep
vial,4,m,56,11079,3,28,112,amardeep
vial,4,m,56,11079,4,50,135,amardeep
vial,4,m,56,11079,5,56,114,amardeep
vial,4,m,193,11327,1,43,136,amardeep
vial,4,m,193,11327,2,56,119,amardeep
vial,4,m,193,11327,3,78,138,amardeep
vial,4,m,193,11327,4,80,197,amardeep
vial,4,m,193,11327,5,43,132,amardeep
vial,4,m,195,11329,1,58,151,amardeep
vial,4,m,195,11329,2,60,132,amardeep
vial,4,m,195,11329,3,67,166,amardeep
vial,4,m,195,11329,4,35,104,amardeep
vial,4,m,195,11329,5,79,156,amardeep
vial,4,m,197,11331,1,40,119,amardeep
vial,4,m,197,11331,2,55,116,amardeep
vial,4,m,197,11331,3,28,119,amardeep
vial,4,m,197,11331,4,45,168,amardeep
vial,4,m,197,11331,5,37,142,amardeep
vial,4,m,196,11330,1,20,100,amardeep
vial,4,m,196,11330,2,72,119,amardeep
vial,4,m,196,11330,3,63,147,amardeep
vial,4,m,196,11330,4,36,120,amardeep
vial,4,m,196,11330,5,68,118,amardeep
vial,4,m,191,11325,1,43,108,elenore
vial,4,m,191,11325,2,30,103,elenore
vial,4,m,191,11325,3,54,102,elenore
vial,4,m,191,11325,4,55,104,elenore
vial,4,m,191,11325,5,29,121,elenore
vial,4,m,192,11326,1,75,105,elenore
vial,4,m,192,11326,2,68,103,elenore
vial,4,m,192,11326,3,87,114,elenore
vial,4,m,192,11326,4,77,104,elenore
vial,4,m,192,11326,5,33,100,elenore
vial,4,m,190,11324,1,59,105,elenore
vial,4,m,190,11324,2,43,106,elenore
vial,4,m,190,11324,3,47,112,elenore
vial,4,m,190,11324,4,26,102,elenore
vial,4,m,190,11324,5,44,112,elenore
vial,4,m,189,11317,1,75,103,elenore
vial,4,m,189,11317,2,69,115,elenore
vial,4,m,189,11317,3,59,110,elenore
vial,4,m,189,11317,4,23,105,elenore
vial,4,m,65,11093,1,66,104,nina
vial,4,m,65,11093,2,42,106,nina
vial,4,m,65,11093,3,37,101,nina
vial,4,m,65,11093,4,37,106,nina
vial,4,m,65,11093,5,30,117,nina
vial,4,m,63,11091,1,64,112,nina
vial,4,m,63,11091,2,49,113,nina
vial,4,m,63,11091,3,60,100,nina
vial,4,m,63,11091,4,49,103,nina
vial,4,m,63,11091,5,47,100,nina
vial,4,m,75,11107,1,30,105,nina
vial,4,m,75,11107,2,13,103,nina
vial,4,m,75,11107,3,19,103,nina
vial,4,m,75,11107,4,35,101,nina
vial,4,m,75,11107,5,38,102,nina
vial,5,m,80,11112,1,57,101,nina
vial,5,m,80,11112,2,16,101,nina
vial,5,m,80,11112,3,37,101,nina
vial,5,m,80,11112,4,18,101,nina
vial,5,m,80,11112,5,55,119,nina
vial,5,m,79,11111,1,59,102,nina
vial,5,m,79,11111,2,66,102,nina
vial,5,m,79,11111,3,52,103,nina
vial,5,m,79,11111,4,56,105,nina
vial,5,m,79,11111,5,35,110,nina
vial,5,m,100,11141,1,58,106,nina
vial,5,m,100,11141,2,79,101,nina
vial,5,m,100,11141,3,57,103,nina
vial,5,m,100,11141,4,70,103,nina
vial,5,m,100,11141,5,56,101,nina
vial,5,m,94,11131,1,63,108,nina
vial,5,m,94,11131,2,41,110,nina
vial,5,m,94,11131,3,25,101,nina
vial,5,m,94,11131,4,34,103,nina
vial,5,m,94,11131,5,25,100,nina
vial,5,m,82,11116,1,50,109,nina
vial,5,m,82,11116,2,65,108,nina
vial,5,m,82,11116,3,47,107,nina
vial,5,m,82,11116,4,22,107,nina
vial,5,m,82,11116,5,37,108,nina
vial,5,m,83,11117,1,68,109,nina
vial,5,m,83,11117,2,27,119,nina
vial,5,m,83,11117,3,35,118,nina
vial,5,m,83,11117,4,38,106,nina
vial,5,m,83,11117,5,33,109,nina
vial,5,m,87,11122,1,31,104,nina
vial,5,m,87,11122,2,60,103,nina
vial,5,m,87,11122,3,53,101,nina
vial,5,m,87,11122,4,30,102,nina
vial,5,m,87,11122,5,67,101,nina
vial,5,m,89,11124,1,40,102,nina
vial,5,m,89,11124,2,46,105,nina
vial,5,m,89,11124,3,57,110,nina
vial,5,m,89,11124,4,62,105,nina
vial,5,m,89,11124,5,7,103,nina
vial,5,m,91,11126,1,20,110,nina
vial,5,m,91,11126,2,35,113,nina
vial,5,m,91,11126,3,63,112,nina
vial,5,m,91,11126,4,50,104,nina
vial,5,m,91,11126,5,32,111,nina
vial,5,m,2,11002,1,53,105,nina
vial,5,m,2,11002,2,55,101,nina
vial,5,m,2,11002,3,35,105,nina
vial,5,m,2,11002,4,64,106,nina
vial,5,m,2,11002,5,91,109,nina
vial,5,m,3,11004,1,84,109,nina
vial,5,m,3,11004,2,50,102,nina
vial,5,m,3,11004,3,40,113,nina
vial,5,m,3,11004,4,67,103,nina
vial,5,m,3,11004,5,50,108,nina
vial,5,m,4,11005,1,42,102,nina
vial,5,m,4,11005,2,55,101,nina
vial,5,m,4,11005,3,37,112,nina
vial,5,m,4,11005,4,55,104,nina
vial,5,m,4,11005,5,48,103,nina
vial,5,m,36,11058,1,81,114,nina
vial,5,m,36,11058,2,63,115,nina
vial,5,m,36,11058,3,70,114,nina
vial,5,m,36,11058,4,55,105,nina
vial,5,m,36,11058,5,71,110,nina
vial,5,m,33,11055,1,50,116,nina
vial,5,m,33,11055,2,45,107,nina
vial,5,m,33,11055,3,79,119,nina
vial,5,m,33,11055,4,47,120,nina
vial,5,m,33,11055,5,64,107,nina
vial,5,m,69,11097,1,49,119,nina
vial,5,m,69,11097,2,56,101,nina
vial,5,m,69,11097,3,39,100,nina
vial,5,m,69,11097,4,50,108,nina
vial,5,m,69,11097,5,66,108,nina
vial,5,m,71,11100,1,62,101,nina
vial,5,m,71,11100,2,50,104,nina
vial,5,m,71,11100,3,64,105,nina
vial,5,m,71,11100,4,51,109,nina
vial,5,m,71,11100,5,33,111,nina
vial,5,m,66,11094,1,74,103,nina
vial,5,m,66,11094,2,40,108,nina
vial,5,m,66,11094,3,98,108,nina
vial,5,m,66,11094,4,42,107,nina
vial,5,m,66,11094,5,37,101,nina
vial,5,m,6,11011,1,59,103,nina
vial,5,m,6,11011,2,50,104,nina
vial,5,m,6,11011,3,38,104,nina
vial,5,m,6,11011,4,58,107,nina
vial,5,m,6,11011,5,63,101,nina
vial,5,m,5,11009,1,57,100,nina
vial,5,m,5,11009,2,60,104,nina
vial,5,m,5,11009,3,75,102,nina
vial,5,m,5,11009,4,41,107,nina
vial,5,m,5,11009,5,33,102,nina
vial,5,m,81,11113,1,70,105,nina
vial,5,m,81,11113,2,62,111,nina
vial,5,m,81,11113,3,44,101,nina
vial,5,m,81,11113,4,46,117,nina
vial,5,m,81,11113,5,43,109,nina
vial,5,m,99,11140,1,29,125,nina
vial,5,m,99,11140,2,55,127,nina
vial,5,m,99,11140,3,84,120,nina
vial,5,m,99,11140,4,74,120,nina
vial,5,m,99,11140,5,72,103,nina
vial,5,m,92,11128,1,45,111,nina
vial,5,m,92,11128,2,33,109,nina
vial,5,m,92,11128,3,48,127,nina
vial,5,m,92,11128,4,64,105,nina
vial,5,m,92,11128,5,57,124,nina
vial,5,m,90,11125,1,71,107,nina
vial,5,m,90,11125,2,94,125,nina
vial,5,m,90,11125,3,73,111,nina
vial,5,m,90,11125,4,41,108,nina
vial,5,m,90,11125,5,58,114,nina
vial,5,m,88,11123,1,42,101,nina
vial,5,m,88,11123,2,56,112,nina
vial,5,m,88,11123,3,67,137,nina
vial,5,m,88,11123,4,87,128,nina
vial,5,m,88,11123,5,92,139,nina
vial,5,m,85,11119,1,56,100,nina
vial,5,m,85,11119,2,61,112,nina
vial,5,m,85,11119,3,74,146,nina
vial,5,m,85,11119,4,25,124,nina
vial,5,m,85,11119,5,65,135,nina
vial,5,m,67,11095,1,75,121,nina
vial,5,m,67,11095,2,80,118,nina
vial,5,m,67,11095,3,35,110,nina
vial,5,m,67,11095,4,53,113,nina
vial,5,m,67,11095,5,22,119,nina
vial,5,m,35,11057,1,65,109,nina
vial,5,m,35,11057,2,37,120,nina
vial,5,m,35,11057,3,28,111,nina
vial,5,m,35,11057,4,15,105,nina
vial,5,m,35,11057,5,50,112,nina
vial,5,m,70,11099,1,43,113,nina
vial,5,m,70,11099,2,30,111,nina
vial,5,m,70,11099,3,30,102,nina
vial,5,m,70,11099,4,38,105,nina
vial,5,m,70,11099,5,26,112,nina
vial,5,m,63,11091,1,27,149,amardeep
vial,5,m,63,11091,2,26,123,amardeep
vial,5,m,63,11091,3,35,111,amardeep
vial,5,m,63,11091,4,71,104,nina
vial,5,m,63,11091,5,62,121,nina
vial,5,m,64,11092,1,50,102,nina
vial,5,m,64,11092,2,71,118,nina
vial,5,m,64,11092,3,11,120,nina
vial,5,m,64,11092,4,32,121,nina
vial,5,m,64,11092,5,28,101,nina
vial,5,m,65,11093,1,21,101,nina
vial,5,m,65,11093,2,44,101,nina
vial,5,m,65,11093,3,55,117,nina
vial,5,m,65,11093,4,20,101,nina
vial,5,m,65,11093,5,34,106,nina
vial,5,m,29,11051,1,30,103,nina
vial,5,m,29,11051,2,26,115,nina
vial,5,m,29,11051,3,41,103,nina
vial,5,m,29,11051,4,43,107,nina
vial,5,m,29,11051,5,38,115,nina
vial,5,m,32,11054,1,24,110,nina
vial,5,m,32,11054,2,68,110,nina
vial,5,m,32,11054,3,68,109,nina
vial,5,m,32,11054,4,46,103,nina
vial,5,m,32,11054,5,87,108,nina
vial,5,m,30,11052,1,69,100,nina
vial,5,m,30,11052,2,81,116,nina
vial,5,m,30,11052,3,32,105,nina
vial,5,m,30,11052,4,42,112,nina
vial,5,m,30,11052,5,32,120,nina
vial,5,m,26,11048,1,52,107,nina
vial,5,m,26,11048,2,43,108,nina
vial,5,m,26,11048,3,40,109,nina
vial,5,m,26,11048,4,71,109,nina
vial,5,m,26,11048,5,30,103,nina
vial,5,m,62,11090,1,49,102,nina
vial,5,m,62,11090,2,62,103,nina
vial,5,m,62,11090,3,37,110,nina
vial,5,m,62,11090,4,29,104,nina
vial,5,m,62,11090,5,45,99,nina
vial,5,m,53,11076,1,67,107,nina
vial,5,m,53,11076,2,11,101,nina
vial,5,m,53,11076,3,43,102,nina
vial,5,m,53,11076,4,26,102,nina
vial,5,m,53,11076,5,49,102,nina
vial,5,m,52,11075,1,77,101,nina
vial,5,m,52,11075,2,82,102,nina
vial,5,m,52,11075,3,63,101,nina
vial,5,m,52,11075,4,64,110,nina
vial,5,m,52,11075,5,25,101,nina
vial,5,m,51,11074,1,57,100,nina
vial,5,m,51,11074,2,21,100,nina
vial,5,m,51,11074,3,30,102,nina
vial,5,m,51,11074,4,45,109,nina
vial,5,m,51,11074,5,60,105,nina
vial,5,m,23,11045,1,66,103,elenore
vial,5,m,23,11045,2,46,103,elenore
vial,5,m,23,11045,3,52,107,elenore
vial,5,m,23,11045,4,55,103,elenore
vial,5,m,23,11045,5,48,108,elenore
vial,5,m,48,11070,1,38,121,elenore
vial,5,m,48,11070,2,28,105,elenore
vial,5,m,48,11070,3,27,113,elenore
vial,5,m,48,11070,4,37,112,elenore
vial,5,m,48,11070,5,47,107,elenore
vial,5,m,49,11072,1,55,112,elenore
vial,5,m,49,11072,2,65,109,elenore
vial,5,m,49,11072,3,40,107,elenore
vial,5,m,49,11072,4,48,106,elenore
vial,5,m,49,11072,5,67,119,elenore
vial,5,m,50,11073,1,77,105,elenore
vial,5,m,50,11073,2,39,100,elenore
vial,5,m,50,11073,3,99,116,elenore
vial,5,m,50,11073,4,54,101,elenore
vial,5,m,50,11073,5,67,108,elenore
vial,5,m,28,11050,1,49,117,amardeep
vial,5,m,28,11050,2,92,152,amardeep
vial,5,m,28,11050,3,82,129,amardeep
vial,5,m,28,11050,4,70,120,amardeep
vial,5,m,28,11050,5,59,154,amardeep
vial,5,m,7,11013,1,76,107,nina
vial,5,m,7,11013,2,32,110,nina
vial,5,m,7,11013,3,58,94,nina
vial,5,m,7,11013,4,29,101,nina
vial,5,m,7,11013,5,56,100,nina
vial,5,m,76,11108,1,28,104,nina
vial,5,m,76,11108,2,54,100,nina
vial,5,m,76,11108,3,61,104,nina
vial,5,m,76,11108,4,58,91,nina
vial,5,m,76,11108,5,32,102,nina
vial,5,m,8,11015,1,72,100,nina
vial,5,m,8,11015,2,71,114,nina
vial,5,m,8,11015,3,43,103,nina
vial,5,m,8,11015,4,63,103,nina
vial,5,m,8,11015,5,59,107,nina
vial,5,m,78,11110,1,15,115,nina
vial,5,m,78,11110,2,70,107,nina
vial,5,m,78,11110,3,32,117,nina
vial,5,m,78,11110,4,40,100,nina
vial,5,m,78,11110,5,28,102,nina
vial,5,m,74,11106,1,41,102,nina
vial,5,m,74,11106,2,68,102,nina
vial,5,m,74,11106,3,31,100,nina
vial,5,m,74,11106,4,67,106,nina
vial,5,m,74,11106,5,59,109,nina
vial,5,m,9,11018,1,16,105,nina
vial,5,m,9,11018,2,69,100,nina
vial,5,m,9,11018,3,68,104,nina
vial,5,m,9,11018,4,58,103,nina
vial,5,m,47,11069,1,46,100,amardeep
vial,5,m,47,11069,2,59,104,amardeep
vial,5,m,47,11069,3,37,102,amardeep
vial,5,m,47,11069,4,53,113,amardeep
vial,5,m,47,11069,5,39,105,amardeep
vial,5,m,11,11022,1,56,112,amardeep
vial,5,m,11,11022,2,61,119,amardeep
vial,5,m,11,11022,3,15,107,amardeep
vial,5,m,11,11022,4,59,105,amardeep
vial,5,m,11,11022,5,60,100,amardeep
vial,5,m,10,11019,1,43,109,amardeep
vial,5,m,10,11019,2,48,120,amardeep
vial,5,m,10,11019,3,73,101,amardeep
vial,5,m,10,11019,4,19,136,amardeep
vial,5,m,10,11019,5,40,106,amardeep
vial,5,m,73,11105,1,52,129,amardeep
vial,5,m,73,11105,2,86,124,amardeep
vial,5,m,73,11105,3,32,122,amardeep
vial,5,m,73,11105,4,89,130,amardeep
vial,5,m,73,11105,5,38,114,amardeep
vial,5,m,37,11059,1,61,140,amardeep
vial,5,m,37,11059,2,58,116,amardeep
vial,5,m,37,11059,3,43,110,amardeep
vial,5,m,37,11059,4,55,115,amardeep
vial,5,m,37,11059,5,39,102,amardeep
vial,5,m,39,11061,1,89,132,amardeep
vial,5,m,39,11061,2,120,130,amardeep
vial,5,m,39,11061,3,23,101,amardeep
vial,5,m,39,11061,4,52,114,amardeep
vial,5,m,39,11061,5,55,125,amardeep
vial,5,m,41,11063,1,43,103,amardeep
vial,5,m,41,11063,2,63,129,amardeep
vial,5,m,41,11063,3,86,113,amardeep
vial,5,m,41,11063,4,86,120,nina
vial,5,m,41,11063,5,72,112,nina
vial,5,m,43,11065,1,55,107,nina
vial,5,m,43,11065,2,76,105,nina
vial,5,m,43,11065,3,80,126,nina
vial,5,m,43,11065,4,28,106,nina
vial,5,m,43,11065,5,68,114,nina
vial,5,m,72,11103,1,4,102,nina
vial,5,m,72,11103,2,20,104,nina
vial,5,m,72,11103,3,39,101,nina
vial,5,m,72,11103,4,18,114,nina
vial,5,m,72,11103,5,28,101,nina
vial,5,m,46,11068,1,60,108,nina
vial,5,m,46,11068,2,32,102,nina
vial,5,m,46,11068,3,63,101,nina
vial,5,m,46,11068,4,83,107,nina
vial,5,m,46,11068,5,58,111,nina
vial,5,m,19,11041,1,73,108,nina
vial,5,m,19,11041,2,64,102,nina
vial,5,m,19,11041,3,59,101,nina
vial,5,m,19,11041,4,43,103,nina
vial,5,m,19,11041,5,50,104,nina
vial,5,m,61,11089,1,23,110,elenore
vial,5,m,61,11089,2,10,105,elenore
vial,5,m,61,11089,3,15,100,elenore
vial,5,m,61,11089,4,25,103,elenore
vial,5,m,61,11089,5,8,104,elenore
vial,5,m,20,11042,1,21,101,elenore
vial,5,m,20,11042,2,5,100,elenore
vial,5,m,20,11042,3,31,100,elenore
vial,5,m,20,11042,4,3,102,elenore
vial,5,m,20,11042,5,6,101,elenore
vial,5,m,22,11044,1,46,106,nina
vial,5,m,22,11044,2,44,108,nina
vial,5,m,22,11044,3,21,114,nina
vial,5,m,22,11044,4,40,108,nina
vial,5,m,22,11044,5,12,102,nina
vial,5,m,59,11084,1,51,101,nina
vial,5,m,59,11084,2,19,101,nina
vial,5,m,59,11084,3,25,100,nina
vial,5,m,59,11084,4,36,101,nina
vial,5,m,59,11084,5,35,103,nina
vial,5,m,57,11080,1,19,100,nina
vial,5,m,57,11080,2,47,103,nina
vial,5,m,57,11080,3,48,101,nina
vial,5,m,57,11080,4,47,106,nina
vial,5,m,57,11080,5,63,109,nina
vial,5,m,56,11079,1,46,105,nina
vial,5,m,56,11079,2,30,102,nina
vial,5,m,56,11079,4,54,102,nina
vial,5,m,56,11079,5,39,102,nina
vial,5,m,55,11078,1,60,102,nina
vial,5,m,55,11078,2,54,103,nina
vial,5,m,55,11078,3,7,101,nina
vial,5,m,55,11078,4,54,104,nina
vial,5,m,55,11078,5,6,102,nina
vial,5,m,45,11067,1,29,103,nina
vial,5,m,45,11067,2,35,102,nina
vial,5,m,45,11067,3,75,101,nina
vial,5,m,45,11067,4,61,104,nina
vial,5,m,45,11067,5,75,101,nina
vial,5,m,42,11064,1,53,115,nina
vial,5,m,42,11064,2,62,100,nina
vial,5,m,42,11064,3,50,115,nina
vial,5,m,42,11064,4,38,111,nina
vial,5,m,42,11064,5,66,107,nina
vial,5,m,40,11062,1,52,101,nina
vial,5,m,40,11062,2,64,111,nina
vial,5,m,40,11062,3,45,106,nina
vial,5,m,40,11062,4,64,103,nina
vial,5,m,40,11062,5,27,100,nina
vial,5,m,38,11060,1,33,76,nina
vial,5,m,38,11060,2,68,103,nina
vial,5,m,38,11060,3,36,102,nina
vial,5,m,38,11060,4,39,102,nina
vial,5,m,38,11060,5,15,101,nina
vial,5,m,14,11028,1,44,114,nina
vial,5,m,14,11028,2,90,111,nina
vial,5,m,14,11028,3,57,100,nina
vial,5,m,14,11028,4,58,107,nina
vial,5,m,14,11028,5,41,105,nina
vial,5,m,15,11031,1,62,122,nina
vial,5,m,15,11031,2,9,104,nina
vial,5,m,15,11031,3,26,103,nina
vial,5,m,15,11031,4,58,108,nina
vial,5,m,15,11031,5,28,103,nina
vial,5,m,17,11036,1,46,101,nina
vial,5,m,17,11036,2,49,100,nina
vial,5,m,17,11036,3,41,100,nina
vial,5,m,17,11036,4,51,112,nina
vial,5,m,17,11036,5,59,100,nina
vial,5,m,18,11039,1,47,102,nina
vial,5,m,18,11039,2,70,102,nina
vial,5,m,18,11039,3,49,102,nina
vial,5,m,18,11039,4,74,102,nina
vial,5,m,18,11039,5,72,111,nina
vial,5,m,13,11027,1,18,106,nina
vial,10,m,91,11126,1,59,126,nina
vial,10,m,91,11126,2,36,105,nina
vial,10,m,91,11126,3,31,109,nina
vial,10,m,91,11126,4,28,106,nina
vial,10,m,91,11126,5,25,106,nina
vial,10,m,236,11388,1,78,102,nina
vial,10,m,236,11388,2,66,115,nina
vial,10,m,236,11388,3,55,112,nina
vial,10,m,236,11388,4,57,108,nina
vial,10,m,236,11388,5,53,106,nina
vial,10,m,64,11092,1,66,108,nina
vial,10,m,64,11092,2,47,106,nina
vial,10,m,64,11092,3,83,125,nina
vial,10,m,64,11092,4,41,130,nina
vial,10,m,64,11092,5,44,127,nina
vial,10,m,241,11403,1,66,133,nina
vial,10,m,241,11403,2,70,148,nina
vial,10,m,241,11403,3,66,144,nina
vial,10,m,241,11403,4,46,134,nina
vial,10,m,241,11403,5,50,143,nina
vial,10,m,39,11061,1,55,128,nina
vial,10,m,39,11061,2,53,148,nina
vial,10,m,39,11061,3,92,139,nina
vial,10,m,39,11061,4,30,125,nina
vial,10,m,39,11061,5,48,141,nina
vial,10,m,238,11392,1,35,104,nina
vial,10,m,238,11392,2,30,111,nina
vial,10,m,238,11392,3,27,104,nina
vial,10,m,238,11392,4,46,103,nina
vial,10,m,238,11392,5,36,112,nina
vial,10,m,228,11367,1,71,118,nina
vial,10,m,228,11367,2,46,106,nina
vial,10,m,228,11367,3,50,101,nina
vial,10,m,228,11367,4,49,103,nina
vial,10,m,228,11367,5,51,108,nina
vial,10,m,239,11393,1,33,130,nina
vial,10,m,239,11393,2,36,101,nina
vial,10,m,239,11393,3,31,109,nina
vial,10,m,239,11393,4,44,102,nina
vial,10,m,239,11393,5,29,104,nina
vial,10,m,232,11374,1,49,101,nina
vial,10,m,232,11374,2,36,107,nina
vial,10,m,232,11374,3,30,113,nina
vial,10,m,232,11374,4,52,121,nina
vial,10,m,232,11374,5,27,109,nina
vial,10,m,247,11409,1,65,110,nina
vial,10,m,247,11409,2,53,102,nina
vial,10,m,247,11409,3,90,107,nina
vial,10,m,247,11409,4,70,116,nina
vial,10,m,247,11409,5,38,102,nina
vial,10,m,233,11375,1,42,125,nina
vial,10,m,233,11375,2,21,110,nina
vial,10,m,233,11375,3,36,111,nina
vial,10,m,233,11375,4,40,120,nina
vial,10,m,233,11375,5,33,107,nina
vial,10,m,27,11049,1,46,110,nina
vial,10,m,27,11049,2,22,103,nina
vial,10,m,27,11049,3,58,102,nina
vial,10,m,27,11049,4,43,104,nina
vial,10,m,27,11049,5,22,107,nina
vial,10,m,234,11380,1,53,103,nina
vial,10,m,234,11380,2,40,107,nina
vial,10,m,234,11380,3,69,101,nina
vial,10,m,234,11380,4,64,101,nina
vial,10,m,234,11380,5,66,103,nina
vial,10,m,211,11334,1,39,102,nina
vial,10,m,211,11334,2,23,102,nina
vial,10,m,211,11334,3,75,112,nina
vial,10,m,211,11334,4,37,101,nina
vial,10,m,211,11334,5,72,103,nina
vial,10,m,212,11335,1,17,103,nina
vial,10,m,212,11335,2,24,106,nina
vial,10,m,212,11335,3,52,102,nina
vial,10,m,212,11335,4,40,109,nina
vial,10,m,212,11335,5,25,114,nina
vial,10,m,213,11336,1,76,104,nina
vial,10,m,213,11336,2,71,102,nina
vial,10,m,213,11336,3,52,106,nina
vial,10,m,213,11336,4,72,113,nina
vial,10,m,213,11336,5,50,117,nina
vial,10,m,203,11032,1,66,112,nina
vial,10,m,203,11032,2,39,108,nina
vial,10,m,203,11032,3,46,100,nina
vial,10,m,203,11032,4,42,102,nina
vial,10,m,207,11150,1,41,101,nina
vial,10,m,207,11150,2,34,102,nina
vial,10,m,207,11150,3,59,113,nina
vial,10,m,207,11150,4,34,108,nina
vial,10,m,207,11150,5,50,100,nina
vial,10,m,249,11411,1,60,111,nina
vial,10,m,249,11411,2,14,100,nina
vial,10,m,249,11411,3,83,109,nina
vial,10,m,249,11411,4,40,108,nina
vial,10,m,249,11411,5,46,105,nina
vial,10,m,206,11101,1,51,117,nina
vial,10,m,206,11101,2,65,110,nina
vial,10,m,206,11101,3,43,106,nina
vial,10,m,206,11101,4,56,111,nina
vial,10,m,206,11101,5,28,109,nina
vial,10,m,217,11344,1,61,108,nina
vial,10,m,217,11344,2,46,106,nina
vial,10,m,217,11344,3,31,103,nina
vial,10,m,217,11344,4,66,103,nina
vial,10,m,217,11344,5,29,114,nina
vial,10,m,157,11271,1,19,102,nina
vial,10,m,157,11271,2,44,104,nina
vial,10,m,157,11271,3,22,105,nina
vial,10,m,157,11271,4,35,102,nina
vial,10,m,157,11271,5,53,119,nina
vial,10,m,156,11270,1,35,103,nina
vial,10,m,156,11270,2,10,101,nina
vial,10,m,156,11270,3,54,102,nina
vial,10,m,156,11270,4,45,103,nina
vial,10,m,156,11270,5,32,102,nina
vial,10,m,209,11302,1,26,101,nina
vial,10,m,209,11302,2,21,107,nina
vial,10,m,209,11302,3,64,113,nina
vial,10,m,209,11302,4,44,105,nina
vial,10,m,209,11302,5,53,107,nina
vial,10,m,208,11301,1,24,115,nina
vial,10,m,208,11301,2,35,106,nina
vial,10,m,208,11301,3,61,120,nina
vial,10,m,208,11301,4,53,110,nina
vial,10,m,208,11301,5,33,103,nina
vial,10,m,158,11272,1,60,103,nina
vial,10,m,158,11272,2,46,103,nina
vial,10,m,158,11272,3,54,117,nina
vial,10,m,158,11272,4,31,107,nina
vial,10,m,158,11272,5,38,103,nina
vial,10,m,160,11274,1,64,102,nina
vial,10,m,160,11274,2,53,105,nina
vial,10,m,160,11274,3,35,102,nina
vial,10,m,160,11274,4,17,100,nina
vial,10,m,160,11274,5,56,112,nina
vial,10,m,202,11008,1,42,106,nina
vial,10,m,202,11008,2,27,104,nina
vial,10,m,202,11008,3,57,102,nina
vial,10,m,202,11008,4,41,103,nina
vial,10,m,202,11008,5,63,114,nina
vial,10,m,210,11313,1,58,101,nina
vial,10,m,210,11313,2,26,102,nina
vial,10,m,210,11313,3,13,102,nina
vial,10,m,210,11313,4,3,120,nina
vial,10,m,210,11313,5,52,116,nina
vial,10,m,24,11046,1,42,100,nina
vial,10,m,24,11046,2,49,102,nina
vial,10,m,24,11046,3,41,101,nina
vial,10,m,24,11046,4,30,107,nina
vial,10,m,24,11046,5,61,107,nina
vial,10,m,230,11370,1,60,103,nina
vial,10,m,230,11370,2,47,105,nina
vial,10,m,230,11370,3,48,107,nina
vial,10,m,230,11370,4,47,116,nina
vial,10,m,230,11370,5,31,108,nina
vial,10,m,221,11349,1,26,105,nina
vial,10,m,221,11349,2,37,106,nina
vial,10,m,221,11349,3,52,103,nina
vial,10,m,221,11349,4,22,113,nina
vial,10,m,221,11349,5,38,105,nina
vial,10,m,223,11351,1,24,105,nina
vial,10,m,223,11351,2,31,106,nina
vial,10,m,223,11351,3,58,104,nina
vial,10,m,223,11351,4,49,102,nina
vial,10,m,223,11351,5,40,102,nina
vial,10,m,237,11389,1,53,103,nina
vial,10,m,237,11389,2,47,101,nina
vial,10,m,237,11389,3,50,111,nina
vial,10,m,237,11389,4,29,103,nina
vial,10,m,237,11389,5,55,113,nina
vial,10,m,12,11025,1,36,105,nina
